datetime_,pool_price,forecast_pool_price,rolling_30day_avg_price,alberta_internal_load,forecast_alberta_internal_load,solar_generation,wind_generation,temp_calgary,temp_edmonton,temp_fortmc,ws_calgary,ws_edmonton,ws_fortmc,hour_of_day,day_of_week,week_of_month,month,season,pool_price_lag_1,pool_price_lag_2,pool_price_lag_3,pool_price_lag_4,pool_price_lag_5,pool_price_lag_6,pool_price_lag_7,pool_price_lag_8,pool_price_lag_9,pool_price_lag_10,pool_price_lag_11,pool_price_lag_12,pool_price_lag_13,pool_price_lag_14,pool_price_lag_15,pool_price_lag_16,pool_price_lag_17,pool_price_lag_18,pool_price_lag_19,pool_price_lag_20,pool_price_lag_21,pool_price_lag_22,pool_price_lag_23,pool_price_lag_24,alberta_internal_load_lag_1,alberta_internal_load_lag_2,alberta_internal_load_lag_3,alberta_internal_load_lag_4,alberta_internal_load_lag_5,alberta_internal_load_lag_6,alberta_internal_load_lag_7,alberta_internal_load_lag_8,alberta_internal_load_lag_9,alberta_internal_load_lag_10,alberta_internal_load_lag_11,alberta_internal_load_lag_12,alberta_internal_load_lag_13,alberta_internal_load_lag_14,alberta_internal_load_lag_15,alberta_internal_load_lag_16,alberta_internal_load_lag_17,alberta_internal_load_lag_18,alberta_internal_load_lag_19,alberta_internal_load_lag_20,alberta_internal_load_lag_21,alberta_internal_load_lag_22,alberta_internal_load_lag_23,alberta_internal_load_lag_24
2024-01-01 00:00:00,23.05,20.57,51.98,9809.0,9779.0,0.0,2905.627906360295,3.0,-0.5,2.5,8.0,10.0,16.0,0,0,1,1,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 01:00:00,22.67,19.69,51.97,9702.0,9709.0,0.0,2857.0321516460385,3.0,-2.5,2.0,5.0,7.0,16.0,1,0,1,1,winter,23.05,,,,,,,,,,,,,,,,,,,,,,,,9809.0,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 02:00:00,24.07,21.46,51.96,9560.0,9615.0,0.0,2519.8033392695256,3.2,-4.3,0.7,5.0,9.0,16.0,2,0,1,1,winter,22.67,23.05,,,,,,,,,,,,,,,,,,,,,,,9702.0,9809.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 03:00:00,24.33,24.21,51.93,9547.0,9510.0,0.0,2386.924303370052,2.9,-3.5,-0.5,16.0,12.0,14.0,3,0,1,1,winter,24.07,22.67,23.05,,,,,,,,,,,,,,,,,,,,,,9560.0,9702.0,9809.0,,,,,,,,,,,,,,,,,,,,,
2024-01-01 04:00:00,24.7,24.48,51.93,9511.0,9545.0,0.0,2222.338042613061,2.4,-4.7,0.1,19.0,5.0,16.0,4,0,1,1,winter,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,,,,,,,,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,,,,,,,,
2024-01-01 05:00:00,26.86,25.03,51.92,9542.0,9548.0,0.0,2074.0746126873296,1.7,-5.5,-1.9,9.0,10.0,18.0,5,0,1,1,winter,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,,,,,,,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,,,,,,,
2024-01-01 06:00:00,30.42,31.84,51.9,9659.0,9654.0,0.0,2002.1774735832296,1.7,-6.8,-3.2,8.0,12.0,19.0,6,0,1,1,winter,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,,,,,,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,,,,,,
2024-01-01 07:00:00,27.32,28.3,51.84,9785.0,9795.0,0.0,2081.1428861700497,1.3,-6.4,-4.4,4.0,12.0,16.0,7,0,1,1,winter,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,,,,,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,,,,,
2024-01-01 08:00:00,37.66,30.18,51.78,9914.0,9913.0,2.2737777483959998,1879.0625919565227,0.6,-5.4,-5.3,3.0,14.0,20.0,8,0,1,1,winter,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,,,,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,,,,
2024-01-01 09:00:00,39.17,39.8,51.7,9988.0,10002.0,172.609526604265,1685.7640829430438,-0.7,-6.0,-5.4,1.0,16.0,11.0,9,0,1,1,winter,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,,,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,,,
2024-01-01 10:00:00,36.83,37.04,51.22,10069.0,10132.0,430.142710572448,1547.6309545677984,-0.6,-3.4,-5.7,2.0,15.0,8.0,10,0,1,1,winter,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,,
2024-01-01 11:00:00,37.5,38.69,51.11,10160.0,10163.0,596.7823496648007,1331.6028420151897,1.3,-1.5,-5.7,4.0,12.0,6.0,11,0,1,1,winter,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,,
2024-01-01 12:00:00,37.92,36.65,51.01,10206.0,10215.0,608.4205204499099,1143.6039545549493,2.8,-0.1,-5.7,6.0,14.0,9.0,12,0,1,1,winter,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,,
2024-01-01 13:00:00,37.09,38.42,50.94,10235.0,10215.0,662.1721104026503,1171.3213535845446,3.5,1.3,-5.8,3.0,16.0,12.0,13,0,1,1,winter,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,,
2024-01-01 14:00:00,27.43,25.87,50.88,10262.0,10253.0,645.5197958809138,1245.1093741606423,4.0,2.1,-5.8,9.0,14.0,12.0,14,0,1,1,winter,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,,
2024-01-01 15:00:00,27.59,18.48,50.83,10384.0,10378.0,317.01018139936855,1285.043825829733,3.6,1.4,-6.2,13.0,9.0,12.0,15,0,1,1,winter,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,,
2024-01-01 16:00:00,37.64,32.76,50.81,10696.0,10678.0,19.01838858264188,1224.193210841823,2.0,-0.2,-6.5,9.0,6.0,5.0,16,0,1,1,winter,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,,
2024-01-01 17:00:00,42.24,44.4,50.77,10973.0,10955.0,0.0,1130.6958402448313,0.9,-4.9,-6.5,8.0,3.0,6.0,17,0,1,1,winter,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,,
2024-01-01 18:00:00,42.25,42.9,50.75,10811.0,10854.0,0.0,1024.5719115701029,0.2,-6.8,-6.7,8.0,6.0,9.0,18,0,1,1,winter,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,,
2024-01-01 19:00:00,43.75,44.44,50.74,10707.0,10688.0,0.0,1055.0456127910193,-2.1,-6.0,-7.1,5.0,7.0,7.0,19,0,1,1,winter,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,,
2024-01-01 20:00:00,44.49,44.48,50.65,10627.0,10584.0,0.0,1135.1212499880294,-1.7,-6.6,-7.9,3.0,8.0,7.0,20,0,1,1,winter,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,,
2024-01-01 21:00:00,45.35,78.06,50.64,10470.0,10453.0,0.0,1124.1635019790506,-2.9,-8.5,-8.3,5.0,3.0,6.0,21,0,1,1,winter,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,,
2024-01-01 22:00:00,51.25,76.64,50.65,10197.0,10230.0,0.0,1158.2435834532644,-3.8,-9.2,-8.8,7.0,4.0,4.0,22,0,1,1,winter,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,,
2024-01-01 23:00:00,40.71,40.03,50.66,9965.0,9999.0,0.0,1237.6491453749024,-3.0,-9.9,-9.1,3.0,3.0,8.0,23,0,1,1,winter,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,
2024-01-02 00:00:00,40.66,41.28,50.67,9804.0,9821.0,0.0,1277.697328282396,-4.3,-10.8,-9.3,4.0,4.0,8.0,0,1,1,1,winter,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0
2024-01-02 01:00:00,37.96,38.99,50.67,9735.0,9711.0,0.0,1409.826973797923,-5.4,-11.0,-9.6,3.0,0.0,7.0,1,1,1,1,winter,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0
2024-01-02 02:00:00,34.87,31.61,50.66,9675.0,9672.0,0.0,1432.6540057214763,-4.8,-11.9,-10.1,1.0,3.0,8.0,2,1,1,1,winter,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,24.07,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0
2024-01-02 03:00:00,37.31,38.49,50.65,9706.0,9672.0,0.0,1422.1788401563135,-4.7,-11.5,-10.3,4.0,9.0,9.0,3,1,1,1,winter,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,24.33,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0
2024-01-02 04:00:00,40.78,39.88,50.63,9752.0,9734.0,0.0,1289.846771714224,-4.4,-11.7,-11.0,5.0,7.0,9.0,4,1,1,1,winter,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,24.7,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0,9511.0
2024-01-02 05:00:00,44.11,47.21,50.55,9930.0,9906.0,0.0,1200.775190822987,-2.0,-12.0,-11.6,2.0,5.0,9.0,5,1,1,1,winter,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,26.86,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0,9542.0
2024-01-02 06:00:00,62.65,42.15,50.47,10303.0,10231.0,0.0,1046.8236689089736,-2.0,-12.7,-12.9,5.0,6.0,12.0,6,1,1,1,winter,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,30.42,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0,9659.0
2024-01-02 07:00:00,44.07,43.7,50.47,10692.0,10698.0,0.0,975.1914567916344,-0.5,-12.9,-13.7,7.0,3.0,8.0,7,1,1,1,winter,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,27.32,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0,9785.0
2024-01-02 08:00:00,53.44,43.78,50.49,10917.0,10838.0,8.976499849872456,896.9273460200098,-1.3,-14.5,-14.1,3.0,5.0,6.0,8,1,1,1,winter,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,37.66,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0,9914.0
2024-01-02 09:00:00,48.45,66.66,50.5,10966.0,10934.0,99.30235042861766,815.7086759515107,-1.5,-13.5,-14.2,10.0,0.0,7.0,9,1,1,1,winter,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,39.17,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0,9988.0
2024-01-02 10:00:00,44.22,44.05,50.49,11035.0,10981.0,191.86368245237404,732.0748585068973,-1.6,-11.5,-14.1,7.0,4.0,7.0,10,1,1,1,winter,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,36.83,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0,10069.0
2024-01-02 11:00:00,45.16,50.0,50.47,11070.0,11030.0,314.8509511238337,571.9957547728013,0.2,-8.1,-14.3,12.0,4.0,5.0,11,1,1,1,winter,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,37.5,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0,10160.0
2024-01-02 12:00:00,43.4,44.82,50.47,11077.0,11026.0,423.6907612194287,719.3240931306904,1.8,-5.2,-14.2,13.0,2.0,3.0,12,1,1,1,winter,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,37.92,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0,10206.0
2024-01-02 13:00:00,42.57,41.93,50.46,11076.0,11046.0,515.5333794455396,655.0857331266337,2.7,-4.1,-14.0,11.0,0.0,3.0,13,1,1,1,winter,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,37.09,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0,10235.0
2024-01-02 14:00:00,68.56,43.34,50.48,11044.0,11054.0,316.00713235436217,516.7365193442131,2.0,-2.3,-13.5,8.0,2.0,4.0,14,1,1,1,winter,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,27.43,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0,10262.0
2024-01-02 15:00:00,123.34,100.05,50.35,11087.0,11075.0,105.2193771394094,419.8244331312097,1.3,-1.8,-13.3,7.0,5.0,2.0,15,1,1,1,winter,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,27.59,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0,10384.0
2024-01-02 16:00:00,376.28,295.31,50.66,11189.0,11231.0,2.153333294553061,234.6219311204636,-1.0,-4.0,-13.2,11.0,12.0,3.0,16,1,1,1,winter,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,37.64,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0,10696.0
2024-01-02 17:00:00,325.97,414.68,51.0,11356.0,11412.0,0.0,344.78564889497227,-3.3,-6.5,-13.2,14.0,8.0,5.0,17,1,1,1,winter,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,42.24,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0,10973.0
2024-01-02 18:00:00,115.2,63.59,51.09,11179.0,11226.0,0.0,431.8392335932909,-3.8,-7.8,-13.1,9.0,12.0,3.0,18,1,1,1,winter,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,42.25,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0,10811.0
2024-01-02 19:00:00,45.19,44.25,51.06,11100.0,11033.0,0.0,547.9979841291863,-3.7,-9.6,-13.4,0.0,14.0,6.0,19,1,1,1,winter,115.2,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,43.75,11179.0,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0,10707.0
2024-01-02 20:00:00,45.75,44.29,50.86,11079.0,10964.0,0.0,584.0200973045619,-4.5,-8.8,-13.3,9.0,12.0,6.0,20,1,1,1,winter,45.19,115.2,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,44.49,11100.0,11179.0,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0,10627.0
2024-01-02 21:00:00,61.61,205.65,50.84,10927.0,10883.0,0.0,559.3024891399095,-6.5,-10.1,-13.6,8.0,5.0,5.0,21,1,1,1,winter,45.75,45.19,115.2,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,45.35,11079.0,11100.0,11179.0,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0,10470.0
2024-01-02 22:00:00,100.0,263.07,50.9,10662.0,10664.0,0.0,565.9569340598417,-6.6,-10.1,-14.7,1.0,13.0,5.0,22,1,1,1,winter,61.61,45.75,45.19,115.2,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,51.25,10927.0,11079.0,11100.0,11179.0,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0,10197.0
2024-01-02 23:00:00,154.37,143.39,51.07,10389.0,10401.0,0.0,555.6333803778721,-6.9,-9.9,-16.0,4.0,12.0,7.0,23,1,1,1,winter,100.0,61.61,45.75,45.19,115.2,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,40.71,10662.0,10927.0,11079.0,11100.0,11179.0,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0,9965.0
2024-01-03 00:00:00,83.48,60.83,51.14,10181.0,10215.0,0.0,553.0121607583098,-7.4,-9.7,-16.5,4.0,10.0,3.0,0,2,1,1,winter,154.37,100.0,61.61,45.75,45.19,115.2,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,40.66,10389.0,10662.0,10927.0,11079.0,11100.0,11179.0,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0,9804.0
2024-01-03 01:00:00,85.18,90.82,51.22,10109.0,10090.0,0.0,554.4976634457955,-7.1,-11.0,-18.4,6.0,7.0,3.0,1,2,1,1,winter,83.48,154.37,100.0,61.61,45.75,45.19,115.2,325.97,376.28,123.34,68.56,42.57,43.4,45.16,44.22,48.45,53.44,44.07,62.65,44.11,40.78,37.31,34.87,37.96,10181.0,10389.0,10662.0,10927.0,11079.0,11100.0,11179.0,11356.0,11189.0,11087.0,11044.0,11076.0,11077.0,11070.0,11035.0,10966.0,10917.0,10692.0,10303.0,9930.0,9752.0,9706.0,9675.0,9735.0
