datetime_,alberta_internal_load,forecast_alberta_internal_load,pool_price,forecast_pool_price,rolling_30day_avg_price,solar_generation,temp_calgary,temp_edmonton,temp_fortmc,wind_generation,ws_calgary,ws_edmonton,ws_fortmc,hour_of_day,day_of_week,day_of_month,week_of_month,month,year,is_winter,pool_price_lag_1,pool_price_lag_2,pool_price_lag_3,pool_price_lag_4,pool_price_lag_5,pool_price_lag_6,pool_price_lag_7,pool_price_lag_8,pool_price_lag_9,pool_price_lag_10,pool_price_lag_11,pool_price_lag_12,pool_price_lag_13,pool_price_lag_14,pool_price_lag_15,pool_price_lag_16,pool_price_lag_17,pool_price_lag_18,pool_price_lag_19,pool_price_lag_20,pool_price_lag_21,pool_price_lag_22,pool_price_lag_23,pool_price_lag_24,alberta_internal_load_lag_1,alberta_internal_load_lag_2,alberta_internal_load_lag_3,alberta_internal_load_lag_4,alberta_internal_load_lag_5,alberta_internal_load_lag_6,alberta_internal_load_lag_7,alberta_internal_load_lag_8,alberta_internal_load_lag_9,alberta_internal_load_lag_10,alberta_internal_load_lag_11,alberta_internal_load_lag_12,alberta_internal_load_lag_13,alberta_internal_load_lag_14,alberta_internal_load_lag_15,alberta_internal_load_lag_16,alberta_internal_load_lag_17,alberta_internal_load_lag_18,alberta_internal_load_lag_19,alberta_internal_load_lag_20,alberta_internal_load_lag_21,alberta_internal_load_lag_22,alberta_internal_load_lag_23,alberta_internal_load_lag_24
2024-01-01 00:00:00,9809.0,9779.0,23.05,20.57,51.98,0.0,3.0,-0.5,2.5,2905.627906360296,8.0,10.0,16.0,0,0,1,1,1,2024,1,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 01:00:00,9702.0,9709.0,22.67,19.69,51.97,0.0,3.0,-2.5,2.0,2857.032151646038,5.0,7.0,16.0,1,0,1,1,1,2024,1,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 02:00:00,9560.0,9615.0,24.07,21.46,51.96,0.0,3.2,-4.3,0.7,2519.803339269525,5.0,9.0,16.0,2,0,1,1,1,2024,1,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 03:00:00,9547.0,9510.0,24.33,24.21,51.93,0.0,2.9,-3.5,-0.5,2386.924303370052,16.0,12.0,14.0,3,0,1,1,1,2024,1,24.07,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9560.0,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 04:00:00,9511.0,9545.0,24.7,24.48,51.93,0.0,2.4,-4.7,0.1,2222.338042613061,19.0,5.0,16.0,4,0,1,1,1,2024,1,24.33,24.07,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9547.0,9560.0,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 05:00:00,9542.0,9548.0,26.86,25.03,51.92,0.0,1.7,-5.5,-1.9,2074.074612687329,9.0,10.0,18.0,5,0,1,1,1,2024,1,24.7,24.33,24.07,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9511.0,9547.0,9560.0,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 06:00:00,9659.0,9654.0,30.42,31.84,51.9,0.0,1.7,-6.8,-3.2,2002.17747358323,8.0,12.0,19.0,6,0,1,1,1,2024,1,26.86,24.7,24.33,24.07,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 07:00:00,9785.0,9795.0,27.32,28.3,51.84,0.0,1.3,-6.4,-4.4,2081.142886170049,4.0,12.0,16.0,7,0,1,1,1,2024,1,30.42,26.86,24.7,24.33,24.07,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 08:00:00,9914.0,9913.0,37.66,30.18,51.78,2.273777748396,0.6,-5.4,-5.3,1879.0625919565232,3.0,14.0,20.0,8,0,1,1,1,2024,1,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
2024-01-01 09:00:00,9988.0,10002.0,39.17,39.8,51.7,172.60952660426506,-0.7,-6.0,-5.4,1685.7640829430431,1.0,16.0,11.0,9,0,1,1,1,2024,1,37.66,27.32,30.42,26.86,24.7,24.33,24.07,22.67,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,9914.0,9785.0,9659.0,9542.0,9511.0,9547.0,9560.0,9702.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0,9809.0
