datetime_,alberta_internal_load,forecast_alberta_internal_load,pool_price,forecast_pool_price,rolling_30day_avg_price,solar_generation,temp_calgary,temp_edmonton,temp_fortmc,wind_generation,ws_calgary,ws_edmonton,ws_fortmc,hour_of_day,day_of_week,week_of_month,month,is_winter,pool_price_lag_1,pool_price_lag_2,pool_price_lag_3,pool_price_lag_4,pool_price_lag_5,pool_price_lag_6,pool_price_lag_7,pool_price_lag_8,pool_price_lag_9,pool_price_lag_10,pool_price_lag_11,pool_price_lag_12,pool_price_lag_13,pool_price_lag_14,pool_price_lag_15,pool_price_lag_16,pool_price_lag_17,pool_price_lag_18,pool_price_lag_19,pool_price_lag_20,pool_price_lag_21,pool_price_lag_22,pool_price_lag_23,pool_price_lag_24,alberta_internal_load_lag_1,alberta_internal_load_lag_2,alberta_internal_load_lag_3,alberta_internal_load_lag_4,alberta_internal_load_lag_5,alberta_internal_load_lag_6,alberta_internal_load_lag_7,alberta_internal_load_lag_8,alberta_internal_load_lag_9,alberta_internal_load_lag_10,alberta_internal_load_lag_11,alberta_internal_load_lag_12,alberta_internal_load_lag_13,alberta_internal_load_lag_14,alberta_internal_load_lag_15,alberta_internal_load_lag_16,alberta_internal_load_lag_17,alberta_internal_load_lag_18,alberta_internal_load_lag_19,alberta_internal_load_lag_20,alberta_internal_load_lag_21,alberta_internal_load_lag_22,alberta_internal_load_lag_23,alberta_internal_load_lag_24
2022-01-01 00:00:00,10746.0,10793.0,65.64,68.22,127.1,0.0,-24.8,-31.1,-32.6,937.4435959062974,9.0,6.0,3.0,0,5,52,1,1,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 01:00:00,10618.0,10686.0,61.59,63.52,127.1,0.0,-24.3,-33.2,-32.7,1079.896499054879,10.0,6.0,2.0,1,5,52,1,1,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 02:00:00,10499.0,10556.0,56.67,54.71,127.11,0.0,-25.2,-31.9,-31.8,1176.0732282327942,14.0,10.0,0.0,2,5,52,1,1,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 03:00:00,10451.0,10445.0,45.58,51.36,127.12,0.0,-24.2,-32.0,-30.9,1284.0999048272768,7.0,8.0,8.0,3,5,52,1,1,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 04:00:00,10408.0,10473.0,57.39,59.3,127.12,0.0,-24.1,-31.2,-31.5,1349.9025055074692,5.0,7.0,9.0,4,5,52,1,1,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 05:00:00,10401.0,10390.0,58.11,58.71,127.12,0.0,-22.9,-29.7,-32.1,1363.9165917722385,10.0,5.0,8.0,5,5,52,1,1,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 06:00:00,10438.0,10436.0,53.37,54.02,127.09,0.0,-22.4,-28.2,-33.2,1382.9456064695785,11.0,8.0,8.0,6,5,52,1,1,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 07:00:00,10529.0,10478.0,41.23,36.62,127.02,0.0,-21.8,-29.4,-33.4,1405.9639485062494,8.0,2.0,10.0,7,5,52,1,1,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 08:00:00,10576.0,10598.0,40.92,40.93,127.0,0.5879999884466328,-22.4,-28.3,-33.7,1411.1611772849824,8.0,10.0,6.0,8,5,52,1,1,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 09:00:00,10625.0,10641.0,39.58,39.74,126.97,15.970944235722223,-22.6,-25.8,-32.9,1469.143220234447,7.0,5.0,12.0,9,5,52,1,1,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
