datetime_,alberta_internal_load,forecast_alberta_internal_load,pool_price,forecast_pool_price,rolling_30day_avg_price,solar_generation,temp_calgary,temp_edmonton,temp_fortmc,wind_generation,ws_calgary,ws_edmonton,ws_fortmc,hour_of_day,day_of_week,week_of_month,month,is_winter,pool_price_lag_1,pool_price_lag_2,pool_price_lag_3,pool_price_lag_4,pool_price_lag_5,pool_price_lag_6,pool_price_lag_7,pool_price_lag_8,pool_price_lag_9,pool_price_lag_10,pool_price_lag_11,pool_price_lag_12,pool_price_lag_13,pool_price_lag_14,pool_price_lag_15,pool_price_lag_16,pool_price_lag_17,pool_price_lag_18,pool_price_lag_19,pool_price_lag_20,pool_price_lag_21,pool_price_lag_22,pool_price_lag_23,pool_price_lag_24,alberta_internal_load_lag_1,alberta_internal_load_lag_2,alberta_internal_load_lag_3,alberta_internal_load_lag_4,alberta_internal_load_lag_5,alberta_internal_load_lag_6,alberta_internal_load_lag_7,alberta_internal_load_lag_8,alberta_internal_load_lag_9,alberta_internal_load_lag_10,alberta_internal_load_lag_11,alberta_internal_load_lag_12,alberta_internal_load_lag_13,alberta_internal_load_lag_14,alberta_internal_load_lag_15,alberta_internal_load_lag_16,alberta_internal_load_lag_17,alberta_internal_load_lag_18,alberta_internal_load_lag_19,alberta_internal_load_lag_20,alberta_internal_load_lag_21,alberta_internal_load_lag_22,alberta_internal_load_lag_23,alberta_internal_load_lag_24
2022-01-01 10:00:00,10756.0,10827.0,41.14,42.39,126.97,48.59188772077362,-19.3,-24.8,-32.0,1502.4026747037306,7.0,6.0,10.0,10,5,52,1,1,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 11:00:00,10822.0,10804.0,51.16,53.5,126.98,73.00533183217048,-15.5,-22.0,-30.8,1465.0108643943734,11.0,13.0,7.0,11,5,52,1,1,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 12:00:00,10851.0,10846.0,50.88,54.59,126.97,92.3717761729492,-12.5,-20.2,-30.2,1504.8821140918467,12.0,11.0,10.0,12,5,52,1,1,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 13:00:00,10839.0,10853.0,54.35,50.3,126.95,96.10477549811203,-12.1,-18.1,-28.5,1459.8389422618843,9.0,12.0,11.0,13,5,52,1,1,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 14:00:00,10747.0,10800.0,52.48,59.92,126.94,62.2065544508232,-10.1,-15.3,-27.1,1436.507419327398,9.0,11.0,10.0,14,5,52,1,1,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 15:00:00,10770.0,10768.0,53.93,51.81,126.49,21.21461072709825,-10.1,-13.1,-26.0,1348.9266604119623,8.0,16.0,13.0,15,5,52,1,1,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 16:00:00,11119.0,11088.0,62.89,62.69,125.83,0.4628333162433569,-5.6,-12.1,-23.8,1507.4837653794718,8.0,14.0,16.0,16,5,52,1,1,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 17:00:00,11295.0,11332.0,83.49,69.26,124.73,0.0,-2.8,-11.1,-23.2,1403.8955429490409,20.0,14.0,22.0,17,5,52,1,1,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 18:00:00,11141.0,11245.0,69.75,69.15,123.58,0.0,-1.7,-10.2,-22.5,1415.7061618504094,22.0,15.0,21.0,18,5,52,1,1,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,65.64,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 19:00:00,10946.0,11019.0,66.28,67.75,122.42,0.0,-1.3,-9.1,-21.7,1504.270023428334,35.0,18.0,26.0,19,5,52,1,1,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,65.64,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 20:00:00,10787.0,10832.0,55.82,65.38,121.58,0.0,-1.3,-8.9,-21.3,1542.9491769041615,30.0,19.0,21.0,20,5,52,1,1,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,65.64,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 21:00:00,10543.0,10585.0,47.65,50.29,121.29,0.0,-1.6,-8.2,-21.4,1542.6678442353673,8.0,15.0,24.0,21,5,52,1,1,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,65.64,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0,10746.0
2022-01-01 22:00:00,10289.0,10358.0,46.66,46.73,121.23,0.0,-0.9,-7.6,-21.0,1360.2238848078748,22.0,11.0,28.0,22,5,52,1,1,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,65.64,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0,10746.0
2022-01-01 23:00:00,9999.0,10103.0,55.65,61.72,121.17,0.0,-2.9,-7.1,-20.8,1271.5012185025546,11.0,15.0,24.0,23,5,52,1,1,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,65.64,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0,10746.0
2022-01-02 00:00:00,9846.0,9850.0,48.74,42.35,121.12,0.0,0.0,-6.3,-20.9,1423.2232740045256,17.0,13.0,17.0,0,6,52,1,1,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,65.64,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0,10746.0
2022-01-02 01:00:00,9768.0,9760.0,32.45,30.38,121.07,0.0,0.0,-7.7,-21.1,1446.4229232380126,32.0,16.0,15.0,1,6,52,1,1,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,61.59,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0,10618.0
2022-01-02 02:00:00,9700.0,9698.0,33.48,32.44,121.03,0.0,0.4,-5.9,-21.7,1422.7903289503522,41.0,10.0,13.0,2,6,52,1,1,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,56.67,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0,10499.0
2022-01-02 03:00:00,9681.0,9677.0,38.35,44.0,121.0,0.0,0.8,-6.6,-21.5,1358.3124481370382,36.0,9.0,9.0,3,6,52,1,1,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,45.58,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0,10451.0
2022-01-02 04:00:00,9695.0,9673.0,36.12,33.94,120.97,0.0,0.6,-6.5,-21.4,1444.5729681547482,35.0,6.0,8.0,4,6,52,1,1,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,57.39,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0,10408.0
2022-01-02 05:00:00,9791.0,9690.0,40.34,34.33,120.91,0.0,0.1,-6.8,-21.2,1469.4418344293863,23.0,2.0,8.0,5,6,52,1,1,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,58.11,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0,10401.0
2022-01-02 06:00:00,9908.0,9840.0,46.45,38.35,120.82,0.0,-0.8,-8.3,-21.2,1352.9491363117431,41.0,7.0,4.0,6,6,52,1,1,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,53.37,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0,10438.0
2022-01-02 07:00:00,10098.0,10070.0,46.29,45.53,120.38,0.0,-1.2,-9.2,-21.0,1309.386063361963,41.0,3.0,8.0,7,6,52,1,1,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,41.23,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0,10529.0
2022-01-02 08:00:00,10279.0,10286.0,48.44,51.31,120.07,0.938888858258724,-1.1,-10.3,-20.8,1398.5735711018244,39.0,1.0,12.0,8,6,52,1,1,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,40.92,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0,10576.0
2022-01-02 09:00:00,10377.0,10364.0,42.75,51.03,119.66,41.2635548211303,-0.4,-9.9,-20.9,1607.4933864605423,32.0,5.0,17.0,9,6,52,1,1,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,39.58,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0,10625.0
2022-01-02 10:00:00,10510.0,10527.0,38.62,40.57,119.23,111.44727545440198,0.2,-9.9,-21.1,1663.8220482398403,36.0,9.0,20.0,10,6,52,1,1,42.75,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,41.14,10377.0,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0,10756.0
2022-01-02 11:00:00,10635.0,10610.0,47.67,52.01,118.71,184.2303293466568,0.0,-6.8,-22.2,1590.353511824608,39.0,11.0,21.0,11,6,52,1,1,38.62,42.75,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,51.16,10510.0,10377.0,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0,10822.0
2022-01-02 12:00:00,10602.0,10674.0,48.09,46.81,118.19,163.1643852490849,0.5,-11.7,-23.3,1500.126383236514,30.0,30.0,22.0,12,6,52,1,1,47.67,38.62,42.75,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,50.88,10635.0,10510.0,10377.0,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0,10851.0
2022-01-02 13:00:00,10594.0,10585.0,49.11,40.98,117.34,172.90688562022316,1.3,-13.0,-23.5,1285.221133525835,18.0,30.0,20.0,13,6,52,1,1,48.09,47.67,38.62,42.75,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,54.35,10602.0,10635.0,10510.0,10377.0,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0,10839.0
2022-01-02 14:00:00,10631.0,10596.0,51.94,52.33,116.6,121.66299793183804,0.0,-13.3,-23.6,1356.6503804540637,8.0,24.0,21.0,14,6,52,1,1,49.11,48.09,47.67,38.62,42.75,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,52.48,10594.0,10602.0,10635.0,10510.0,10377.0,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0,10747.0
2022-01-02 15:00:00,10744.0,10691.0,49.52,53.57,116.55,27.906443986230425,-0.9,-14.4,-24.4,1568.557750437864,5.0,30.0,20.0,15,6,52,1,1,51.94,49.11,48.09,47.67,38.62,42.75,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,53.93,10631.0,10594.0,10602.0,10635.0,10510.0,10377.0,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0,10770.0
2022-01-02 16:00:00,11061.0,10928.0,59.43,52.79,116.49,0.356666655457682,-1.3,-16.6,-24.7,1534.6264139608545,7.0,24.0,15.0,16,6,52,1,1,49.52,51.94,49.11,48.09,47.67,38.62,42.75,48.44,46.29,46.45,40.34,36.12,38.35,33.48,32.45,48.74,55.65,46.66,47.65,55.82,66.28,69.75,83.49,62.89,10744.0,10631.0,10594.0,10602.0,10635.0,10510.0,10377.0,10279.0,10098.0,9908.0,9791.0,9695.0,9681.0,9700.0,9768.0,9846.0,9999.0,10289.0,10543.0,10787.0,10946.0,11141.0,11295.0,11119.0
