,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-29 15:00:00,22.91,6359.47,-8.89,-8.89,0.0,0.5225,1
2025-05-29 16:00:00,20.76,6417.69,-9.0,-9.0,0.0,0.95,1
2025-05-29 17:00:00,26.43,6396.13,0.0,0.0,0.0,0.95,0
2025-05-29 18:00:00,221.34,6417.2,9.0,0.0,9.0,0.4763,0
2025-05-29 19:00:00,84.85,6537.13,-2.05,-2.05,0.0,0.5737,1
2025-05-29 20:00:00,123.32,6591.11,9.0,0.0,9.0,0.1,0
2025-05-29 21:00:00,63.9,6530.01,0.0,0.0,0.0,0.1,0
2025-05-29 22:00:00,47.18,6204.11,0.0,0.0,0.0,0.1,0
2025-05-29 23:00:00,47.84,5710.04,0.0,0.0,0.0,0.1,0
2025-05-30 00:00:00,30.11,5091.44,0.0,0.0,0.0,0.1,0
2025-05-30 01:00:00,27.41,4821.83,0.0,0.0,0.0,0.1,0
2025-05-30 02:00:00,25.46,4777.09,0.0,0.0,0.0,0.1,0
2025-05-30 03:00:00,19.65,4819.47,0.0,0.0,0.0,0.1,0
2025-05-30 04:00:00,17.42,5078.14,-8.89,-8.89,0.0,0.5225,1
2025-05-30 05:00:00,17.79,5485.18,0.0,0.0,0.0,0.5225,0
2025-05-30 06:00:00,16.93,5966.04,-9.0,-9.0,0.0,0.95,1
2025-05-30 07:00:00,18.34,6339.15,0.0,0.0,0.0,0.95,0
2025-05-30 08:00:00,23.79,6459.91,0.0,0.0,0.0,0.95,0
2025-05-30 09:00:00,24.89,6663.86,7.15,0.0,7.15,0.5737,0
2025-05-30 10:00:00,23.51,7029.01,0.0,0.0,0.0,0.5737,0
2025-05-30 11:00:00,25.45,7298.61,9.0,0.0,9.0,0.1,0
2025-05-30 12:00:00,21.91,7393.93,0.0,0.0,0.0,0.1,0
2025-05-30 13:00:00,21.15,7520.91,0.0,0.0,0.0,0.1,0
2025-05-30 14:00:00,15.62,7684.14,0.0,0.0,0.0,0.1,0
