,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-07 15:00:00,12.07,5165.24,0.0,0.0,0.0,0.1,0
2025-06-07 16:00:00,11.63,5193.77,0.0,0.0,0.0,0.1,0
2025-06-07 17:00:00,11.8,5354.56,0.0,0.0,0.0,0.1,0
2025-06-07 18:00:00,11.62,5554.16,0.0,0.0,0.0,0.1,0
2025-06-07 19:00:00,10.65,5821.9,-0.97,-0.97,0.0,0.1462,1
2025-06-07 20:00:00,10.61,6260.43,-9.0,-9.0,0.0,0.5737,1
2025-06-07 21:00:00,12.11,6568.74,9.0,0.0,9.0,0.1,0
2025-06-07 22:00:00,10.76,6807.88,0.0,0.0,0.0,0.1,0
2025-06-07 23:00:00,9.15,6889.21,0.0,0.0,0.0,0.1,0
2025-06-08 00:00:00,7.8,6792.71,-9.0,-9.0,0.0,0.5275,1
2025-06-08 01:00:00,8.13,6802.44,-8.89,-8.89,0.0,0.95,1
2025-06-08 02:00:00,8.18,6776.27,0.0,0.0,0.0,0.95,0
2025-06-08 03:00:00,9.96,6794.73,0.0,0.0,0.0,0.95,0
2025-06-08 04:00:00,12.87,6818.37,0.0,0.0,0.0,0.95,0
2025-06-08 05:00:00,14.21,6722.46,8.12,0.0,8.12,0.5225,0
2025-06-08 06:00:00,12.44,6573.14,-9.0,-9.0,0.0,0.95,1
2025-06-08 07:00:00,13.33,6562.32,0.0,0.0,0.0,0.95,0
2025-06-08 08:00:00,15.08,6677.06,0.0,0.0,0.0,0.95,0
2025-06-08 09:00:00,16.82,6640.49,0.0,0.0,0.0,0.95,0
2025-06-08 10:00:00,16.97,6564.87,0.0,0.0,0.0,0.95,0
2025-06-08 11:00:00,16.86,6564.28,0.0,0.0,0.0,0.95,0
2025-06-08 12:00:00,18.19,6659.71,0.0,0.0,0.0,0.95,0
2025-06-08 13:00:00,19.96,6805.49,7.15,0.0,7.15,0.5737,0
2025-06-08 14:00:00,24.77,7001.56,9.0,0.0,9.0,0.1,0
