,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-14 15:00:00,26.81,8168.54,-9.0,-9.0,0.0,0.5275,1
2025-07-14 16:00:00,29.04,8005.03,-8.89,-8.89,0.0,0.95,1
2025-07-14 17:00:00,56.94,7809.09,7.15,0.0,7.15,0.5737,0
2025-07-14 18:00:00,321.99,7584.0,9.0,0.0,9.0,0.1,0
2025-07-14 19:00:00,26.84,7588.84,-0.97,-0.97,0.0,0.1462,1
2025-07-14 20:00:00,23.28,7678.76,-9.0,-9.0,0.0,0.5737,1
2025-07-14 21:00:00,33.6,7644.14,9.0,0.0,9.0,0.1,0
2025-07-14 22:00:00,26.34,7668.03,0.0,0.0,0.0,0.1,0
2025-07-14 23:00:00,24.46,7497.7,0.0,0.0,0.0,0.1,0
2025-07-15 00:00:00,12.91,7314.05,-9.0,-9.0,0.0,0.5275,1
2025-07-15 01:00:00,13.82,7390.71,0.0,0.0,0.0,0.5275,0
2025-07-15 02:00:00,15.24,7616.53,8.12,0.0,8.12,0.1,0
2025-07-15 03:00:00,13.58,7815.44,-8.89,-8.89,0.0,0.5225,1
2025-07-15 04:00:00,12.26,7935.76,-9.0,-9.0,0.0,0.95,1
2025-07-15 05:00:00,18.18,8094.68,0.0,0.0,0.0,0.95,0
2025-07-15 06:00:00,25.73,8434.31,7.15,0.0,7.15,0.5737,0
2025-07-15 07:00:00,26.94,8724.99,9.0,0.0,9.0,0.1,0
2025-07-15 08:00:00,12.56,8909.11,0.0,0.0,0.0,0.1,0
2025-07-15 09:00:00,12.03,8978.38,-8.89,-8.89,0.0,0.5225,1
2025-07-15 10:00:00,9.88,8976.23,-9.0,-9.0,0.0,0.95,1
2025-07-15 11:00:00,16.52,8921.53,0.0,0.0,0.0,0.95,0
2025-07-15 12:00:00,23.91,8905.72,0.0,0.0,0.0,0.95,0
2025-07-15 13:00:00,24.61,8989.77,7.15,0.0,7.15,0.5737,0
2025-07-15 14:00:00,35.41,9133.1,9.0,0.0,9.0,0.1,0
