,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-04 15:00:00,47.29,8489.36,-9.0,-9.0,0.0,0.5275,1
2025-06-04 16:00:00,54.63,8656.13,-8.89,-8.89,0.0,0.95,1
2025-06-04 17:00:00,55.79,8834.91,0.0,0.0,0.0,0.95,0
2025-06-04 18:00:00,70.42,8918.16,0.0,0.0,0.0,0.95,0
2025-06-04 19:00:00,95.83,9065.54,0.0,0.0,0.0,0.95,0
2025-06-04 20:00:00,119.93,9230.99,9.0,0.0,9.0,0.4763,0
2025-06-04 21:00:00,99.49,9183.34,7.15,0.0,7.15,0.1,0
2025-06-04 22:00:00,87.23,8940.31,0.0,0.0,0.0,0.1,0
2025-06-04 23:00:00,57.83,8519.36,0.0,0.0,0.0,0.1,0
2025-06-05 00:00:00,32.71,8114.61,0.0,0.0,0.0,0.1,0
2025-06-05 01:00:00,31.62,7886.72,0.0,0.0,0.0,0.1,0
2025-06-05 02:00:00,32.02,7769.91,0.0,0.0,0.0,0.1,0
2025-06-05 03:00:00,29.5,7768.82,-9.0,-9.0,0.0,0.5275,1
2025-06-05 04:00:00,31.48,7812.19,0.0,0.0,0.0,0.5275,0
2025-06-05 05:00:00,34.15,7830.17,8.12,0.0,8.12,0.1,0
2025-06-05 06:00:00,23.81,7865.29,0.0,0.0,0.0,0.1,0
2025-06-05 07:00:00,19.65,7912.28,-9.0,-9.0,0.0,0.5275,1
2025-06-05 08:00:00,21.18,7976.15,-8.89,-8.89,0.0,0.95,1
2025-06-05 09:00:00,23.64,8072.3,0.0,0.0,0.0,0.95,0
2025-06-05 10:00:00,28.67,8103.73,0.0,0.0,0.0,0.95,0
2025-06-05 11:00:00,37.0,8128.44,0.0,0.0,0.0,0.95,0
2025-06-05 12:00:00,47.62,8157.64,0.0,0.0,0.0,0.95,0
2025-06-05 13:00:00,54.39,8195.27,7.15,0.0,7.15,0.5737,0
2025-06-05 14:00:00,57.25,8251.81,9.0,0.0,9.0,0.1,0
