,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-30 15:00:00,71.24,8720.97,-9.0,-9.0,0.0,0.5275,1
2025-06-30 16:00:00,80.2,8972.48,0.0,0.0,0.0,0.5275,0
2025-06-30 17:00:00,77.8,9231.48,-8.89,-8.89,0.0,0.95,1
2025-06-30 18:00:00,78.95,9366.57,0.0,0.0,0.0,0.95,0
2025-06-30 19:00:00,102.21,9529.41,7.15,0.0,7.15,0.5737,0
2025-06-30 20:00:00,114.51,9640.29,9.0,0.0,9.0,0.1,0
2025-06-30 21:00:00,95.22,9392.45,0.0,0.0,0.0,0.1,0
2025-06-30 22:00:00,47.72,9003.45,0.0,0.0,0.0,0.1,0
2025-06-30 23:00:00,25.56,8490.66,0.0,0.0,0.0,0.1,0
2025-07-01 00:00:00,20.28,8129.79,-9.0,-9.0,0.0,0.5275,1
2025-07-01 01:00:00,21.63,7890.59,0.0,0.0,0.0,0.5275,0
2025-07-01 02:00:00,21.51,7813.88,0.0,0.0,0.0,0.5275,0
2025-07-01 03:00:00,21.41,7817.87,-8.89,-8.89,0.0,0.95,1
2025-07-01 04:00:00,25.29,7814.1,7.15,0.0,7.15,0.5737,0
2025-07-01 05:00:00,25.9,7794.33,9.0,0.0,9.0,0.1,0
2025-07-01 06:00:00,15.06,7752.19,0.0,0.0,0.0,0.1,0
2025-07-01 07:00:00,8.01,7758.22,0.0,0.0,0.0,0.1,0
2025-07-01 08:00:00,6.76,7896.59,-9.0,-9.0,0.0,0.5275,1
2025-07-01 09:00:00,7.27,8092.91,-8.89,-8.89,0.0,0.95,1
2025-07-01 10:00:00,9.71,8286.5,0.0,0.0,0.0,0.95,0
2025-07-01 11:00:00,13.82,8455.05,0.0,0.0,0.0,0.95,0
2025-07-01 12:00:00,20.74,8586.63,0.0,0.0,0.0,0.95,0
2025-07-01 13:00:00,28.07,8678.66,7.15,0.0,7.15,0.5737,0
2025-07-01 14:00:00,40.35,8782.67,9.0,0.0,9.0,0.1,0
