,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-02 15:00:00,20.39,7008.57,-8.89,-8.89,0.0,0.5225,1
2025-06-02 16:00:00,20.57,7115.84,0.0,0.0,0.0,0.5225,0
2025-06-02 17:00:00,19.45,7331.52,-9.0,-9.0,0.0,0.95,1
2025-06-02 18:00:00,22.99,7473.84,0.0,0.0,0.0,0.95,0
2025-06-02 19:00:00,27.14,7703.54,0.0,0.0,0.0,0.95,0
2025-06-02 20:00:00,35.51,8061.61,0.0,0.0,0.0,0.95,0
2025-06-02 21:00:00,39.97,8345.99,0.0,0.0,0.0,0.95,0
2025-06-02 22:00:00,42.79,8417.8,9.0,0.0,9.0,0.4763,0
2025-06-02 23:00:00,42.71,8209.98,7.15,0.0,7.15,0.1,0
2025-06-03 00:00:00,32.07,8003.62,0.0,0.0,0.0,0.1,0
2025-06-03 01:00:00,32.5,7809.27,0.0,0.0,0.0,0.1,0
2025-06-03 02:00:00,28.86,7696.01,0.0,0.0,0.0,0.1,0
2025-06-03 03:00:00,26.25,7627.12,0.0,0.0,0.0,0.1,0
2025-06-03 04:00:00,25.37,7616.01,0.0,0.0,0.0,0.1,0
2025-06-03 05:00:00,24.08,7625.14,0.0,0.0,0.0,0.1,0
2025-06-03 06:00:00,22.09,7697.47,-8.89,-8.89,0.0,0.5225,1
2025-06-03 07:00:00,21.82,7910.71,-9.0,-9.0,0.0,0.95,1
2025-06-03 08:00:00,25.68,7997.52,9.0,0.0,9.0,0.4763,0
2025-06-03 09:00:00,22.57,7966.66,-0.97,-0.97,0.0,0.5225,1
2025-06-03 10:00:00,21.8,7904.45,-9.0,-9.0,0.0,0.95,1
2025-06-03 11:00:00,25.51,7797.59,0.0,0.0,0.0,0.95,0
2025-06-03 12:00:00,29.98,7737.19,0.0,0.0,0.0,0.95,0
2025-06-03 13:00:00,34.4,7738.77,7.15,0.0,7.15,0.5737,0
2025-06-03 14:00:00,34.7,7696.59,9.0,0.0,9.0,0.1,0
