,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-08 15:00:00,31.9,7443.41,-9.0,-9.0,0.0,0.5275,1
2025-06-08 16:00:00,40.25,7878.4,-8.89,-8.89,0.0,0.95,1
2025-06-08 17:00:00,46.3,8370.62,0.0,0.0,0.0,0.95,0
2025-06-08 18:00:00,51.14,8774.75,0.0,0.0,0.0,0.95,0
2025-06-08 19:00:00,69.56,9097.78,7.15,0.0,7.15,0.5737,0
2025-06-08 20:00:00,88.88,9318.21,9.0,0.0,9.0,0.1,0
2025-06-08 21:00:00,58.62,9142.4,0.0,0.0,0.0,0.1,0
2025-06-08 22:00:00,27.77,8619.91,0.0,0.0,0.0,0.1,0
2025-06-08 23:00:00,13.63,7776.11,0.0,0.0,0.0,0.1,0
2025-06-09 00:00:00,10.43,6861.28,0.0,0.0,0.0,0.1,0
2025-06-09 01:00:00,7.85,6252.47,0.0,0.0,0.0,0.1,0
2025-06-09 02:00:00,6.46,5929.34,-8.89,-8.89,0.0,0.5225,1
2025-06-09 03:00:00,5.99,5746.11,-9.0,-9.0,0.0,0.95,1
2025-06-09 04:00:00,7.79,5707.71,0.0,0.0,0.0,0.95,0
2025-06-09 05:00:00,10.35,5752.91,0.0,0.0,0.0,0.95,0
2025-06-09 06:00:00,10.12,5915.57,0.0,0.0,0.0,0.95,0
2025-06-09 07:00:00,11.8,6278.5,0.0,0.0,0.0,0.95,0
2025-06-09 08:00:00,13.54,6724.37,9.0,0.0,9.0,0.4763,0
2025-06-09 09:00:00,13.04,7033.82,0.0,0.0,0.0,0.4763,0
2025-06-09 10:00:00,11.75,6983.44,-9.0,-9.0,0.0,0.9038,1
2025-06-09 11:00:00,11.94,6964.6,-0.97,-0.97,0.0,0.95,1
2025-06-09 12:00:00,15.15,7083.53,0.0,0.0,0.0,0.95,0
2025-06-09 13:00:00,21.05,7235.02,7.15,0.0,7.15,0.5737,0
2025-06-09 14:00:00,24.26,7290.53,9.0,0.0,9.0,0.1,0
