,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-13 15:00:00,90.02,7540.09,0.0,0.0,0.0,0.1,0
2025-06-13 16:00:00,21.73,7520.79,0.0,0.0,0.0,0.1,0
2025-06-13 17:00:00,17.34,7488.59,0.0,0.0,0.0,0.1,0
2025-06-13 18:00:00,15.72,7445.47,-8.89,-8.89,0.0,0.5225,1
2025-06-13 19:00:00,13.71,7724.84,-9.0,-9.0,0.0,0.95,1
2025-06-13 20:00:00,15.88,8057.66,0.0,0.0,0.0,0.95,0
2025-06-13 21:00:00,30.35,8036.13,9.0,0.0,9.0,0.4763,0
2025-06-13 22:00:00,18.62,7783.99,7.15,0.0,7.15,0.1,0
2025-06-13 23:00:00,13.64,7410.54,-9.0,-9.0,0.0,0.5275,1
2025-06-14 00:00:00,14.48,7016.27,0.0,0.0,0.0,0.5275,0
2025-06-14 01:00:00,15.61,6922.65,0.1,0.0,0.1,0.5225,0
2025-06-14 02:00:00,14.77,6905.08,0.0,0.0,0.0,0.5225,0
2025-06-14 03:00:00,13.96,7012.49,-9.0,-9.0,0.0,0.95,1
2025-06-14 04:00:00,18.21,7201.46,7.15,0.0,7.15,0.5737,0
2025-06-14 05:00:00,24.23,7309.33,9.0,0.0,9.0,0.1,0
2025-06-14 06:00:00,11.92,7339.26,-9.0,-9.0,0.0,0.5275,1
2025-06-14 07:00:00,12.12,7418.61,-8.89,-8.89,0.0,0.95,1
2025-06-14 08:00:00,12.74,7573.56,0.0,0.0,0.0,0.95,0
2025-06-14 09:00:00,13.6,7652.23,8.12,0.0,8.12,0.5225,0
2025-06-14 10:00:00,12.66,7613.41,0.0,0.0,0.0,0.5225,0
2025-06-14 11:00:00,11.21,7546.88,-9.0,-9.0,0.0,0.95,1
2025-06-14 12:00:00,17.17,7438.87,0.0,0.0,0.0,0.95,0
2025-06-14 13:00:00,22.2,7328.21,7.15,0.0,7.15,0.5737,0
2025-06-14 14:00:00,22.3,7283.53,9.0,0.0,9.0,0.1,0
