,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-16 04:00:00,51.11,8726.0,-9.0,-9.0,0.0,0.9275,1
2025-05-16 05:00:00,64.86,8802.28,6.72,0.0,6.72,0.5737,0
2025-05-16 06:00:00,69.58,9008.0,9.0,0.0,9.0,0.1,0
2025-05-16 07:00:00,54.88,9373.0,0.0,0.0,0.0,0.1,0
2025-05-16 08:00:00,37.81,9578.0,0.0,0.0,0.0,0.1,0
2025-05-16 09:00:00,30.97,9669.0,0.0,0.0,0.0,0.1,0
2025-05-16 10:00:00,28.09,9750.0,0.0,0.0,0.0,0.1,0
2025-05-16 11:00:00,22.47,8531.32,-9.0,-9.0,0.0,0.5275,1
2025-05-16 12:00:00,23.78,8502.67,-8.89,-8.89,0.0,0.95,1
2025-05-16 13:00:00,25.52,8474.76,0.0,0.0,0.0,0.95,0
2025-05-16 14:00:00,27.69,8518.95,0.0,0.0,0.0,0.95,0
2025-05-16 15:00:00,32.9,8628.23,0.0,0.0,0.0,0.95,0
2025-05-16 16:00:00,35.22,8779.54,0.0,0.0,0.0,0.95,0
2025-05-16 17:00:00,38.49,8849.12,0.0,0.0,0.0,0.95,0
2025-05-16 18:00:00,57.36,8881.18,0.0,0.0,0.0,0.95,0
2025-05-16 19:00:00,67.11,8880.7,9.0,0.0,9.0,0.4763,0
2025-05-16 20:00:00,55.65,8798.41,-0.97,-0.97,0.0,0.5225,1
2025-05-16 21:00:00,48.12,8641.96,-9.0,-9.0,0.0,0.95,1
2025-05-16 22:00:00,68.61,8366.21,7.15,0.0,7.15,0.5737,0
2025-05-16 23:00:00,161.66,7995.1,9.0,0.0,9.0,0.1,0
2025-05-17 00:00:00,39.3,7718.92,0.0,0.0,0.0,0.1,0
2025-05-17 01:00:00,31.57,7532.56,0.0,0.0,0.0,0.1,0
2025-05-17 02:00:00,27.53,7432.9,-8.89,-8.89,0.0,0.5225,1
2025-05-17 03:00:00,25.06,7366.66,-9.0,-9.0,0.0,0.95,1
2025-05-17 04:00:00,32.88,7280.85,7.15,0.0,7.15,0.5737,0
2025-05-17 05:00:00,35.38,7222.71,9.0,0.0,9.0,0.1,0
2025-05-17 06:00:00,31.16,7173.96,0.0,0.0,0.0,0.1,0
2025-05-17 07:00:00,25.01,7246.88,0.0,0.0,0.0,0.1,0
2025-05-17 08:00:00,23.86,7407.61,0.0,0.0,0.0,0.1,0
2025-05-17 09:00:00,24.69,7576.49,0.0,0.0,0.0,0.1,0
2025-05-17 10:00:00,25.64,7750.68,0.0,0.0,0.0,0.1,0
