,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-17 15:00:00,62.98,8636.89,0.0,0.0,0.0,0.1,0
2025-06-17 16:00:00,68.24,8827.43,0.0,0.0,0.0,0.1,0
2025-06-17 17:00:00,60.35,8920.62,-8.89,-8.89,0.0,0.5225,1
2025-06-17 18:00:00,44.58,8908.63,-9.0,-9.0,0.0,0.95,1
2025-06-17 19:00:00,507.65,8885.88,0.0,0.0,0.0,0.95,0
2025-06-17 20:00:00,704.13,8882.76,9.0,0.0,9.0,0.4763,0
2025-06-17 21:00:00,541.68,8822.65,7.15,0.0,7.15,0.1,0
2025-06-17 22:00:00,288.22,8719.95,0.0,0.0,0.0,0.1,0
2025-06-17 23:00:00,32.94,8431.67,-9.0,-9.0,0.0,0.5275,1
2025-06-18 00:00:00,38.11,8148.18,-8.89,-8.89,0.0,0.95,1
2025-06-18 01:00:00,42.28,8184.04,0.0,0.0,0.0,0.95,0
2025-06-18 02:00:00,46.51,8215.09,9.0,0.0,9.0,0.4763,0
2025-06-18 03:00:00,41.21,8208.06,-2.05,-2.05,0.0,0.5737,1
2025-06-18 04:00:00,51.78,8148.26,9.0,0.0,9.0,0.1,0
2025-06-18 05:00:00,29.35,8004.15,0.0,0.0,0.0,0.1,0
2025-06-18 06:00:00,17.68,7907.36,-9.0,-9.0,0.0,0.5275,1
2025-06-18 07:00:00,20.7,7889.53,0.0,0.0,0.0,0.5275,0
2025-06-18 08:00:00,20.66,7854.76,0.0,0.0,0.0,0.5275,0
2025-06-18 09:00:00,20.25,7796.38,-8.89,-8.89,0.0,0.95,1
2025-06-18 10:00:00,20.91,7742.05,0.0,0.0,0.0,0.95,0
2025-06-18 11:00:00,22.46,7845.5,0.0,0.0,0.0,0.95,0
2025-06-18 12:00:00,25.8,7937.63,9.0,0.0,9.0,0.4763,0
2025-06-18 13:00:00,23.76,7977.91,7.15,0.0,7.15,0.1,0
2025-06-18 14:00:00,21.13,7913.03,0.0,0.0,0.0,0.1,0
