,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-19 15:00:00,22.13,7458.33,0.0,0.0,0.0,0.1,0
2025-06-19 16:00:00,22.47,7699.78,0.0,0.0,0.0,0.1,0
2025-06-19 17:00:00,17.15,7956.03,-0.97,-0.97,0.0,0.1462,1
2025-06-19 18:00:00,13.68,8196.7,-9.0,-9.0,0.0,0.5737,1
2025-06-19 19:00:00,19.61,8349.53,9.0,0.0,9.0,0.1,0
2025-06-19 20:00:00,17.99,8319.0,0.0,0.0,0.0,0.1,0
2025-06-19 21:00:00,11.28,7986.66,0.0,0.0,0.0,0.1,0
2025-06-19 22:00:00,10.09,7704.05,0.0,0.0,0.0,0.1,0
2025-06-19 23:00:00,8.5,7488.05,0.0,0.0,0.0,0.1,0
2025-06-20 00:00:00,6.08,7307.04,-9.0,-9.0,0.0,0.5275,1
2025-06-20 01:00:00,7.07,7352.34,-8.89,-8.89,0.0,0.95,1
2025-06-20 02:00:00,10.1,7432.79,0.0,0.0,0.0,0.95,1
2025-06-20 03:00:00,14.01,7567.62,0.0,0.0,0.0,0.95,0
2025-06-20 04:00:00,22.71,7809.68,0.0,0.0,0.0,0.95,0
2025-06-20 05:00:00,36.34,8059.36,0.0,0.0,0.0,0.95,0
2025-06-20 06:00:00,39.73,8367.44,0.0,0.0,0.0,0.95,0
2025-06-20 07:00:00,45.77,8716.94,8.12,0.0,8.12,0.5225,0
2025-06-20 08:00:00,42.46,8899.08,0.0,0.0,0.0,0.5225,0
2025-06-20 09:00:00,40.73,9060.74,-9.0,-9.0,0.0,0.95,1
2025-06-20 10:00:00,43.78,9168.06,0.0,0.0,0.0,0.95,0
2025-06-20 11:00:00,50.2,9244.22,0.0,0.0,0.0,0.95,0
2025-06-20 12:00:00,51.46,9194.23,0.0,0.0,0.0,0.95,0
2025-06-20 13:00:00,51.99,9118.76,7.15,0.0,7.15,0.5737,0
2025-06-20 14:00:00,55.73,9086.61,9.0,0.0,9.0,0.1,0
