,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-08-05 15:00:00,52.76,9054.72,-8.89,-8.89,0.0,0.5225,1
2025-08-05 16:00:00,57.38,9150.58,0.0,0.0,0.0,0.5225,0
2025-08-05 17:00:00,51.15,9262.78,-9.0,-9.0,0.0,0.95,1
2025-08-05 18:00:00,58.48,9302.07,0.0,0.0,0.0,0.95,0
2025-08-05 19:00:00,89.33,9431.47,7.15,0.0,7.15,0.5737,0
2025-08-05 20:00:00,93.44,9536.05,9.0,0.0,9.0,0.1,0
2025-08-05 21:00:00,77.7,9502.36,0.0,0.0,0.0,0.1,0
2025-08-05 22:00:00,51.91,9188.79,0.0,0.0,0.0,0.1,0
2025-08-05 23:00:00,32.07,8683.22,-9.0,-9.0,0.0,0.5275,1
2025-08-06 00:00:00,51.98,8109.21,8.12,0.0,8.12,0.1,0
2025-08-06 01:00:00,31.58,7743.15,0.0,0.0,0.0,0.1,0
2025-08-06 02:00:00,20.15,7498.21,0.0,0.0,0.0,0.1,0
2025-08-06 03:00:00,16.99,7386.71,0.0,0.0,0.0,0.1,0
2025-08-06 04:00:00,15.86,7388.64,0.0,0.0,0.0,0.1,0
2025-08-06 05:00:00,17.18,7532.43,0.0,0.0,0.0,0.1,0
2025-08-06 06:00:00,16.25,7632.26,0.0,0.0,0.0,0.1,0
2025-08-06 07:00:00,13.07,7637.33,0.0,0.0,0.0,0.1,0
2025-08-06 08:00:00,9.94,7652.12,-9.0,-9.0,0.0,0.5275,1
2025-08-06 09:00:00,12.49,7851.04,-8.89,-8.89,0.0,0.95,1
2025-08-06 10:00:00,15.53,7960.36,0.0,0.0,0.0,0.95,0
2025-08-06 11:00:00,17.81,7949.27,0.0,0.0,0.0,0.95,0
2025-08-06 12:00:00,22.62,8008.77,0.0,0.0,0.0,0.95,0
2025-08-06 13:00:00,26.23,8116.41,7.15,0.0,7.15,0.5737,0
2025-08-06 14:00:00,31.36,8182.87,9.0,0.0,9.0,0.1,0
