,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-20 15:00:00,71.07,9188.55,-9.0,-9.0,0.0,0.5275,1
2025-06-20 16:00:00,77.86,9177.27,0.0,0.0,0.0,0.5275,0
2025-06-20 17:00:00,73.75,9161.67,-0.97,-0.97,0.0,0.5737,1
2025-06-20 18:00:00,74.88,9143.5,0.0,0.0,0.0,0.5737,0
2025-06-20 19:00:00,90.33,9157.1,9.0,0.0,9.0,0.1,0
2025-06-20 20:00:00,77.95,9104.18,0.0,0.0,0.0,0.1,0
2025-06-20 21:00:00,54.77,8944.01,0.0,0.0,0.0,0.1,0
2025-06-20 22:00:00,36.68,8759.45,0.0,0.0,0.0,0.1,0
2025-06-20 23:00:00,23.77,8412.74,0.0,0.0,0.0,0.1,0
2025-06-21 00:00:00,24.56,7962.06,0.0,0.0,0.0,0.1,0
2025-06-21 01:00:00,26.07,7588.02,0.0,0.0,0.0,0.1,0
2025-06-21 02:00:00,23.24,7236.28,0.0,0.0,0.0,0.1,0
2025-06-21 03:00:00,17.84,6951.38,0.0,0.0,0.0,0.1,0
2025-06-21 04:00:00,12.5,6669.21,0.0,0.0,0.0,0.1,0
2025-06-21 05:00:00,7.9,6375.85,0.0,0.0,0.0,0.1,0
2025-06-21 06:00:00,7.16,6232.99,-8.89,-8.89,0.0,0.5225,1
2025-06-21 07:00:00,6.92,6244.73,-9.0,-9.0,0.0,0.95,1
2025-06-21 08:00:00,7.58,6283.0,0.0,0.0,0.0,0.95,0
2025-06-21 09:00:00,7.52,6208.67,0.0,0.0,0.0,0.95,0
2025-06-21 10:00:00,7.85,6069.08,0.0,0.0,0.0,0.95,0
2025-06-21 11:00:00,8.36,5962.56,0.0,0.0,0.0,0.95,0
2025-06-21 12:00:00,8.96,5920.45,0.0,0.0,0.0,0.95,0
2025-06-21 13:00:00,9.54,5880.22,7.15,0.0,7.15,0.5737,0
2025-06-21 14:00:00,9.78,5845.71,9.0,0.0,9.0,0.1,0
