,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-18 15:00:00,35.18,8361.22,-9.0,-9.0,0.0,0.5275,1
2025-07-18 16:00:00,38.14,8488.88,-0.97,-0.97,0.0,0.5737,1
2025-07-18 17:00:00,118.25,8658.22,9.0,0.0,9.0,0.1,0
2025-07-18 18:00:00,23.97,8684.34,0.0,0.0,0.0,0.1,0
2025-07-18 19:00:00,15.86,8534.06,0.0,0.0,0.0,0.1,0
2025-07-18 20:00:00,14.32,8097.33,0.0,0.0,0.0,0.1,0
2025-07-18 21:00:00,15.81,7527.83,0.0,0.0,0.0,0.1,0
2025-07-18 22:00:00,14.19,7029.18,0.0,0.0,0.0,0.1,0
2025-07-18 23:00:00,12.65,6505.18,0.0,0.0,0.0,0.1,0
2025-07-19 00:00:00,6.65,6222.65,-8.89,-8.89,0.0,0.5225,1
2025-07-19 01:00:00,6.21,6356.5,-9.0,-9.0,0.0,0.95,1
2025-07-19 02:00:00,7.74,6619.73,0.0,0.0,0.0,0.95,0
2025-07-19 03:00:00,9.97,6878.4,0.0,0.0,0.0,0.95,0
2025-07-19 04:00:00,15.0,7103.69,0.0,0.0,0.0,0.95,0
2025-07-19 05:00:00,18.62,7239.13,9.0,0.0,9.0,0.4763,0
2025-07-19 06:00:00,18.34,7340.43,7.15,0.0,7.15,0.1,0
2025-07-19 07:00:00,15.76,7517.03,0.0,0.0,0.0,0.1,0
2025-07-19 08:00:00,15.48,7708.5,0.0,0.0,0.0,0.1,0
2025-07-19 09:00:00,12.83,7871.74,-9.0,-9.0,0.0,0.5275,1
2025-07-19 10:00:00,14.73,7895.26,-8.89,-8.89,0.0,0.95,1
2025-07-19 11:00:00,16.26,7951.61,0.0,0.0,0.0,0.95,0
2025-07-19 12:00:00,18.46,8052.63,0.0,0.0,0.0,0.95,0
2025-07-19 13:00:00,23.01,8097.62,7.15,0.0,7.15,0.5737,0
2025-07-19 14:00:00,29.0,8145.39,9.0,0.0,9.0,0.1,0
