,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-21 04:00:00,16.7,8659.0,-9.0,-9.0,0.0,0.5275,1
2025-05-21 05:00:00,20.69,8732.0,0.0,0.0,0.0,0.5275,0
2025-05-21 06:00:00,22.2,8972.88,8.12,0.0,8.12,0.1,0
2025-05-21 07:00:00,21.84,9369.0,0.0,0.0,0.0,0.1,0
2025-05-21 08:00:00,18.07,9584.0,0.0,0.0,0.0,0.1,0
2025-05-21 09:00:00,15.18,9696.89,-8.89,-8.89,0.0,0.5225,1
2025-05-21 10:00:00,15.2,9776.0,0.0,0.0,0.0,0.5225,0
2025-05-21 11:00:00,15.1,7601.89,-9.0,-9.0,0.0,0.95,1
2025-05-21 12:00:00,15.59,7598.73,0.0,0.0,0.0,0.95,0
2025-05-21 13:00:00,15.63,7584.33,0.0,0.0,0.0,0.95,0
2025-05-21 14:00:00,16.5,7594.76,0.0,0.0,0.0,0.95,0
2025-05-21 15:00:00,16.49,7686.33,0.0,0.0,0.0,0.95,0
2025-05-21 16:00:00,20.35,7972.19,0.0,0.0,0.0,0.95,0
2025-05-21 17:00:00,23.07,8153.16,0.0,0.0,0.0,0.95,0
2025-05-21 18:00:00,26.57,8267.79,0.0,0.0,0.0,0.95,0
2025-05-21 19:00:00,54.52,8650.74,0.0,0.0,0.0,0.95,0
2025-05-21 20:00:00,65.4,8971.42,0.0,0.0,0.0,0.95,0
2025-05-21 21:00:00,69.04,9069.06,8.12,0.0,8.12,0.5225,0
2025-05-21 22:00:00,65.28,8990.49,0.0,0.0,0.0,0.5225,0
2025-05-21 23:00:00,63.91,8758.73,0.0,0.0,0.0,0.5225,0
2025-05-22 00:00:00,57.28,8623.75,-9.0,-9.0,0.0,0.95,1
2025-05-22 01:00:00,63.23,8565.41,0.0,0.0,0.0,0.95,0
2025-05-22 02:00:00,67.17,8571.28,0.0,0.0,0.0,0.95,0
2025-05-22 03:00:00,70.0,8598.86,0.0,0.0,0.0,0.95,0
2025-05-22 04:00:00,76.13,8649.53,7.15,0.0,7.15,0.5737,0
2025-05-22 05:00:00,82.85,8706.53,9.0,0.0,9.0,0.1,0
2025-05-22 06:00:00,66.66,8714.69,0.0,0.0,0.0,0.1,0
2025-05-22 07:00:00,38.82,8592.51,0.0,0.0,0.0,0.1,0
2025-05-22 08:00:00,27.17,8423.34,0.0,0.0,0.0,0.1,0
2025-05-22 09:00:00,23.23,8317.92,0.0,0.0,0.0,0.1,0
2025-05-22 10:00:00,23.48,8208.84,0.0,0.0,0.0,0.1,0
