,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-13 15:00:00,39.07,8407.87,-9.0,-9.0,0.0,0.5275,1
2025-07-13 16:00:00,59.68,8734.87,-8.89,-8.89,0.0,0.95,1
2025-07-13 17:00:00,72.78,9077.19,0.0,0.0,0.0,0.95,0
2025-07-13 18:00:00,74.74,9069.84,8.12,0.0,8.12,0.5225,0
2025-07-13 19:00:00,67.74,9061.59,0.0,0.0,0.0,0.5225,0
2025-07-13 20:00:00,59.31,9049.97,-9.0,-9.0,0.0,0.95,1
2025-07-13 21:00:00,515.32,8659.53,9.0,0.0,9.0,0.4763,0
2025-07-13 22:00:00,402.64,8337.01,-2.05,-2.05,0.0,0.5737,1
2025-07-13 23:00:00,527.3,7999.53,9.0,0.0,9.0,0.1,0
2025-07-14 00:00:00,433.6,7684.96,0.0,0.0,0.0,0.1,0
2025-07-14 01:00:00,31.57,7665.48,-9.0,-9.0,0.0,0.5275,1
2025-07-14 02:00:00,35.16,7684.01,0.1,0.0,0.1,0.5225,0
2025-07-14 03:00:00,30.4,7832.35,-9.0,-9.0,0.0,0.95,1
2025-07-14 04:00:00,34.49,8017.31,0.0,0.0,0.0,0.95,0
2025-07-14 05:00:00,50.22,8205.61,0.0,0.0,0.0,0.95,0
2025-07-14 06:00:00,89.62,8480.12,9.0,0.0,9.0,0.4763,0
2025-07-14 07:00:00,66.79,8858.62,0.0,0.0,0.0,0.4763,0
2025-07-14 08:00:00,67.49,9086.03,7.15,0.0,7.15,0.1,0
2025-07-14 09:00:00,44.62,9190.22,0.0,0.0,0.0,0.1,0
2025-07-14 10:00:00,36.8,9170.42,0.0,0.0,0.0,0.1,0
2025-07-14 11:00:00,26.75,9037.42,0.0,0.0,0.0,0.1,0
2025-07-14 12:00:00,24.44,8782.85,0.0,0.0,0.0,0.1,0
2025-07-14 13:00:00,22.3,8459.1,0.0,0.0,0.0,0.1,0
2025-07-14 14:00:00,23.37,8047.1,0.0,0.0,0.0,0.1,0
