,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-24 15:00:00,21.89,7706.99,-0.97,-0.97,0.0,0.1462,1
2025-07-24 16:00:00,21.22,7724.95,-9.0,-9.0,0.0,0.5737,1
2025-07-24 17:00:00,23.31,7857.33,0.0,0.0,0.0,0.5737,0
2025-07-24 18:00:00,24.62,8091.02,9.0,0.0,9.0,0.1,0
2025-07-24 19:00:00,22.1,8352.43,0.0,0.0,0.0,0.1,0
2025-07-24 20:00:00,22.06,8273.81,0.0,0.0,0.0,0.1,0
2025-07-24 21:00:00,19.03,7890.65,0.0,0.0,0.0,0.1,0
2025-07-24 22:00:00,15.29,7424.33,0.0,0.0,0.0,0.1,0
2025-07-24 23:00:00,12.24,6901.48,0.0,0.0,0.0,0.1,0
2025-07-25 00:00:00,7.98,6409.82,-8.89,-8.89,0.0,0.5225,1
2025-07-25 01:00:00,7.74,6278.43,-9.0,-9.0,0.0,0.95,1
2025-07-25 02:00:00,9.06,6242.28,0.0,0.0,0.0,0.95,0
2025-07-25 03:00:00,10.48,6323.28,0.0,0.0,0.0,0.95,0
2025-07-25 04:00:00,11.44,6491.77,0.0,0.0,0.0,0.95,0
2025-07-25 05:00:00,13.66,6642.41,0.0,0.0,0.0,0.95,0
2025-07-25 06:00:00,15.09,6767.55,0.0,0.0,0.0,0.95,0
2025-07-25 07:00:00,15.33,6982.55,0.0,0.0,0.0,0.95,0
2025-07-25 08:00:00,14.23,7426.95,0.0,0.0,0.0,0.95,0
2025-07-25 09:00:00,15.65,7900.93,0.0,0.0,0.0,0.95,0
2025-07-25 10:00:00,17.52,8117.45,0.0,0.0,0.0,0.95,0
2025-07-25 11:00:00,20.34,8181.33,0.0,0.0,0.0,0.95,0
2025-07-25 12:00:00,24.34,8228.15,0.0,0.0,0.0,0.95,0
2025-07-25 13:00:00,27.83,8249.45,7.15,0.0,7.15,0.5737,0
2025-07-25 14:00:00,32.81,8273.3,9.0,0.0,9.0,0.1,0
