,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-15 15:00:00,17.24,9734.4,7.6,0.0,7.6,0.1,0
2025-05-15 16:00:00,15.58,9791.0,0.0,0.0,0.0,0.1,0
2025-05-15 17:00:00,14.56,9789.89,-8.89,-8.89,0.0,0.5225,1
2025-05-15 18:00:00,14.56,9662.0,-9.0,-9.0,0.0,0.95,1
2025-05-15 19:00:00,18.23,9551.0,0.0,0.0,0.0,0.95,0
2025-05-15 20:00:00,31.24,9467.0,0.0,0.0,0.0,0.95,1
2025-05-15 21:00:00,55.35,9446.0,9.0,0.0,9.0,0.4763,0
2025-05-15 22:00:00,40.42,8380.97,-9.0,-9.0,0.0,0.9038,1
2025-05-15 23:00:00,43.6,8281.24,-0.97,-0.97,0.0,0.95,1
2025-05-16 00:00:00,44.17,8261.86,0.0,0.0,0.0,0.95,0
2025-05-16 01:00:00,54.41,8309.96,0.0,0.0,0.0,0.95,0
2025-05-16 02:00:00,53.33,8383.84,0.0,0.0,0.0,0.95,0
2025-05-16 03:00:00,49.32,8447.03,0.0,0.0,0.0,0.95,0
2025-05-16 04:00:00,51.11,8509.73,0.0,0.0,0.0,0.95,0
2025-05-16 05:00:00,64.86,8589.81,7.15,0.0,7.15,0.5737,0
2025-05-16 06:00:00,69.58,8690.46,9.0,0.0,9.0,0.1,0
2025-05-16 07:00:00,54.88,8787.3,0.0,0.0,0.0,0.1,0
2025-05-16 08:00:00,37.81,8700.58,0.0,0.0,0.0,0.1,0
2025-05-16 09:00:00,30.97,8596.63,0.0,0.0,0.0,0.1,0
2025-05-16 10:00:00,28.09,8531.86,0.0,0.0,0.0,0.1,0
2025-05-16 11:00:00,25.4,8525.85,-9.0,-9.0,0.0,0.5275,1
2025-05-16 12:00:00,25.74,8472.16,-8.89,-8.89,0.0,0.95,1
2025-05-16 13:00:00,28.47,8441.04,0.0,0.0,0.0,0.95,0
2025-05-16 14:00:00,34.1,8477.47,0.0,0.0,0.0,0.95,0
2025-05-16 15:00:00,43.71,8558.44,0.0,0.0,0.0,0.95,0
2025-05-16 16:00:00,50.58,8679.42,0.0,0.0,0.0,0.95,0
2025-05-16 17:00:00,52.47,8738.2,0.0,0.0,0.0,0.95,0
2025-05-16 18:00:00,53.31,8779.01,7.15,0.0,7.15,0.5737,0
2025-05-16 19:00:00,54.17,8836.23,9.0,0.0,9.0,0.1,0
2025-05-16 20:00:00,49.89,8792.16,0.0,0.0,0.0,0.1,0
2025-05-16 21:00:00,37.54,8649.04,0.0,0.0,0.0,0.1,0
