,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-17 15:00:00,80.23,9511.86,-9.0,-9.0,0.0,0.5275,1
2025-07-17 16:00:00,88.18,9527.87,-8.89,-8.89,0.0,0.95,1
2025-07-17 17:00:00,94.24,9543.97,0.0,0.0,0.0,0.95,0
2025-07-17 18:00:00,93.34,9461.79,0.0,0.0,0.0,0.95,0
2025-07-17 19:00:00,101.08,9472.4,0.0,0.0,0.0,0.95,0
2025-07-17 20:00:00,124.54,9581.59,9.0,0.0,9.0,0.4763,0
2025-07-17 21:00:00,107.5,9604.86,7.15,0.0,7.15,0.1,0
2025-07-17 22:00:00,75.18,9576.07,0.0,0.0,0.0,0.1,0
2025-07-17 23:00:00,63.17,9359.52,0.0,0.0,0.0,0.1,0
2025-07-18 00:00:00,49.26,9121.66,-9.0,-9.0,0.0,0.5275,1
2025-07-18 01:00:00,51.41,9016.75,-8.89,-8.89,0.0,0.95,1
2025-07-18 02:00:00,55.27,8947.11,0.0,0.0,0.0,0.95,0
2025-07-18 03:00:00,54.56,8903.83,0.0,0.0,0.0,0.95,0
2025-07-18 04:00:00,57.16,8909.58,7.15,0.0,7.15,0.5737,0
2025-07-18 05:00:00,61.18,8946.39,9.0,0.0,9.0,0.1,0
2025-07-18 06:00:00,47.47,8936.47,0.0,0.0,0.0,0.1,0
2025-07-18 07:00:00,28.14,8872.71,0.0,0.0,0.0,0.1,0
2025-07-18 08:00:00,22.04,8793.57,0.0,0.0,0.0,0.1,0
2025-07-18 09:00:00,19.24,8767.3,-9.0,-9.0,0.0,0.5275,1
2025-07-18 10:00:00,19.69,8733.5,-8.89,-8.89,0.0,0.95,1
2025-07-18 11:00:00,23.31,8633.45,0.0,0.0,0.0,0.95,0
2025-07-18 12:00:00,25.86,8525.05,0.0,0.0,0.0,0.95,0
2025-07-18 13:00:00,29.15,8475.79,7.15,0.0,7.15,0.5737,0
2025-07-18 14:00:00,32.98,8465.49,9.0,0.0,9.0,0.1,0
