,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-21 15:00:00,114.46,9706.65,-9.0,-9.0,0.0,0.5275,1
2025-07-21 16:00:00,144.71,9844.19,-0.97,-0.97,0.0,0.5737,1
2025-07-21 17:00:00,161.98,9925.09,9.0,0.0,9.0,0.1,0
2025-07-21 18:00:00,151.21,9829.07,0.0,0.0,0.0,0.1,0
2025-07-21 19:00:00,136.46,9651.95,0.0,0.0,0.0,0.1,0
2025-07-21 20:00:00,123.57,9494.3,0.0,0.0,0.0,0.1,0
2025-07-21 21:00:00,93.75,9353.34,0.0,0.0,0.0,0.1,0
2025-07-21 22:00:00,64.21,9205.09,0.0,0.0,0.0,0.1,0
2025-07-21 23:00:00,52.46,8943.37,0.0,0.0,0.0,0.1,0
2025-07-22 00:00:00,45.45,8644.19,0.0,0.0,0.0,0.1,0
2025-07-22 01:00:00,50.11,8493.99,0.0,0.0,0.0,0.1,0
2025-07-22 02:00:00,48.69,8411.79,0.0,0.0,0.0,0.1,0
2025-07-22 03:00:00,43.88,8384.57,-8.89,-8.89,0.0,0.5225,1
2025-07-22 04:00:00,43.57,8399.36,-9.0,-9.0,0.0,0.95,1
2025-07-22 05:00:00,49.46,8451.16,0.0,0.0,0.0,0.95,0
2025-07-22 06:00:00,63.41,8632.01,0.0,0.0,0.0,0.95,0
2025-07-22 07:00:00,72.0,8881.5,9.0,0.0,9.0,0.4763,0
2025-07-22 08:00:00,71.23,9086.53,7.15,0.0,7.15,0.1,0
2025-07-22 09:00:00,64.51,9113.64,0.0,0.0,0.0,0.1,0
2025-07-22 10:00:00,51.74,9056.24,0.0,0.0,0.0,0.1,0
2025-07-22 11:00:00,36.49,8910.65,0.0,0.0,0.0,0.1,0
2025-07-22 12:00:00,24.92,8712.01,0.0,0.0,0.0,0.1,0
2025-07-22 13:00:00,20.24,8541.62,0.0,0.0,0.0,0.1,0
2025-07-22 14:00:00,19.46,8427.8,0.0,0.0,0.0,0.1,0
