,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-04 15:00:00,29.87,8272.22,0.0,0.0,0.0,0.1,0
2025-07-04 16:00:00,26.82,8385.46,-8.89,-8.89,0.0,0.5225,1
2025-07-04 17:00:00,25.49,8572.56,-9.0,-9.0,0.0,0.95,1
2025-07-04 18:00:00,31.19,8708.05,0.0,0.0,0.0,0.95,0
2025-07-04 19:00:00,46.05,8862.67,7.15,0.0,7.15,0.5737,0
2025-07-04 20:00:00,52.24,8882.64,9.0,0.0,9.0,0.1,0
2025-07-04 21:00:00,34.68,8681.31,0.0,0.0,0.0,0.1,0
2025-07-04 22:00:00,19.26,8564.72,0.0,0.0,0.0,0.1,0
2025-07-04 23:00:00,15.75,8385.99,-9.0,-9.0,0.0,0.5275,1
2025-07-05 00:00:00,17.14,8247.42,-8.89,-8.89,0.0,0.95,1
2025-07-05 01:00:00,23.28,8195.55,0.0,0.0,0.0,0.95,0
2025-07-05 02:00:00,30.95,8242.21,0.0,0.0,0.0,0.95,0
2025-07-05 03:00:00,36.34,8316.48,0.0,0.0,0.0,0.95,0
2025-07-05 04:00:00,45.12,8383.16,0.0,0.0,0.0,0.95,0
2025-07-05 05:00:00,49.91,8356.93,9.0,0.0,9.0,0.4763,0
2025-07-05 06:00:00,47.49,8370.56,6.27,0.0,6.27,0.1462,0
2025-07-05 07:00:00,42.66,8594.99,-9.0,-9.0,0.0,0.5737,1
2025-07-05 08:00:00,46.87,8803.83,0.0,0.0,0.0,0.5737,0
2025-07-05 09:00:00,51.15,8942.94,9.0,0.0,9.0,0.1,0
2025-07-05 10:00:00,47.42,8979.63,0.0,0.0,0.0,0.1,0
2025-07-05 11:00:00,41.43,8929.75,-0.97,-0.97,0.0,0.1462,1
2025-07-05 12:00:00,39.53,8871.14,-9.0,-9.0,0.0,0.5737,1
2025-07-05 13:00:00,45.87,8831.87,0.0,0.0,0.0,0.5737,0
2025-07-05 14:00:00,55.24,8805.35,9.0,0.0,9.0,0.1,0
