,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-30 15:00:00,37.51,8224.34,-9.0,-9.0,0.0,0.5275,1
2025-05-30 16:00:00,59.78,8377.99,-8.89,-8.89,0.0,0.95,1
2025-05-30 17:00:00,67.96,8531.34,0.0,0.0,0.0,0.95,0
2025-05-30 18:00:00,95.36,8701.0,0.0,0.0,0.0,0.95,0
2025-05-30 19:00:00,125.35,8835.75,9.0,0.0,9.0,0.4763,0
2025-05-30 20:00:00,123.25,8786.72,7.15,0.0,7.15,0.1,0
2025-05-30 21:00:00,49.6,8462.95,0.0,0.0,0.0,0.1,0
2025-05-30 22:00:00,20.79,8057.35,0.0,0.0,0.0,0.1,0
2025-05-30 23:00:00,14.55,7602.64,-8.89,-8.89,0.0,0.5225,1
2025-05-31 00:00:00,13.95,7060.81,-9.0,-9.0,0.0,0.95,1
2025-05-31 01:00:00,15.14,6652.04,0.0,0.0,0.0,0.95,0
2025-05-31 02:00:00,16.04,6451.77,0.0,0.0,0.0,0.95,0
2025-05-31 03:00:00,17.04,6410.59,0.0,0.0,0.0,0.95,0
2025-05-31 04:00:00,20.38,6473.71,0.0,0.0,0.0,0.95,0
2025-05-31 05:00:00,22.8,6464.17,0.0,0.0,0.0,0.95,0
2025-05-31 06:00:00,22.42,6401.68,0.0,0.0,0.0,0.95,0
2025-05-31 07:00:00,22.0,6435.02,0.0,0.0,0.0,0.95,0
2025-05-31 08:00:00,24.31,6730.05,7.15,0.0,7.15,0.5737,0
2025-05-31 09:00:00,25.62,7022.84,9.0,0.0,9.0,0.1,0
2025-05-31 10:00:00,22.39,6914.11,0.0,0.0,0.0,0.1,0
2025-05-31 11:00:00,18.72,6572.9,0.0,0.0,0.0,0.1,0
2025-05-31 12:00:00,15.58,6209.79,0.0,0.0,0.0,0.1,0
2025-05-31 13:00:00,13.98,5907.51,0.0,0.0,0.0,0.1,0
2025-05-31 14:00:00,13.74,5678.51,0.0,0.0,0.0,0.1,0
