,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-21 15:00:00,42.61,5584.23,0.0,0.0,0.0,0.1,0
2025-06-21 16:00:00,25.85,5674.76,0.0,0.0,0.0,0.1,0
2025-06-21 17:00:00,24.94,5822.59,0.0,0.0,0.0,0.1,0
2025-06-21 18:00:00,23.27,5895.45,0.0,0.0,0.0,0.1,0
2025-06-21 19:00:00,14.33,5903.65,0.0,0.0,0.0,0.1,0
2025-06-21 20:00:00,11.84,5951.61,-9.0,-9.0,0.0,0.5275,1
2025-06-21 21:00:00,12.85,6052.03,-8.89,-8.89,0.0,0.95,1
2025-06-21 22:00:00,13.47,6185.3,0.0,0.0,0.0,0.95,0
2025-06-21 23:00:00,13.66,6194.07,0.0,0.0,0.0,0.95,0
2025-06-22 00:00:00,20.74,6160.6,7.15,0.0,7.15,0.5737,0
2025-06-22 01:00:00,22.88,6242.88,9.0,0.0,9.0,0.1,0
2025-06-22 02:00:00,13.91,6394.22,-8.89,-8.89,0.0,0.5225,1
2025-06-22 03:00:00,12.9,6598.04,-9.0,-9.0,0.0,0.95,1
2025-06-22 04:00:00,21.06,6898.9,9.0,0.0,9.0,0.4763,0
2025-06-22 05:00:00,18.73,7113.68,7.15,0.0,7.15,0.1,0
2025-06-22 06:00:00,12.52,7158.13,-8.89,-8.89,0.0,0.5225,1
2025-06-22 07:00:00,10.82,7068.66,-9.0,-9.0,0.0,0.95,1
2025-06-22 08:00:00,13.38,7040.05,0.0,0.0,0.0,0.95,0
2025-06-22 09:00:00,15.77,7011.9,0.0,0.0,0.0,0.95,0
2025-06-22 10:00:00,17.65,6992.41,0.0,0.0,0.0,0.95,0
2025-06-22 11:00:00,18.38,7032.18,7.15,0.0,7.15,0.5737,0
2025-06-22 12:00:00,18.42,7129.6,9.0,0.0,9.0,0.1,0
2025-06-22 13:00:00,16.06,7293.81,0.0,0.0,0.0,0.1,0
2025-06-22 14:00:00,12.91,7501.32,0.0,0.0,0.0,0.1,0
