,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-31 15:00:00,11.17,5350.27,-9.0,-9.0,0.0,0.5275,1
2025-05-31 16:00:00,13.3,5293.97,8.12,0.0,8.12,0.1,0
2025-05-31 17:00:00,12.77,5329.78,0.0,0.0,0.0,0.1,0
2025-05-31 18:00:00,12.34,5352.22,0.0,0.0,0.0,0.1,0
2025-05-31 19:00:00,9.94,5374.93,-9.0,-9.0,0.0,0.5275,1
2025-05-31 20:00:00,11.01,5418.82,-0.97,-0.97,0.0,0.5737,1
2025-05-31 21:00:00,16.06,5387.51,9.0,0.0,9.0,0.1,0
2025-05-31 22:00:00,9.05,5279.75,0.0,0.0,0.0,0.1,0
2025-05-31 23:00:00,7.85,4980.37,0.0,0.0,0.0,0.1,0
2025-06-01 00:00:00,7.02,4569.1,0.0,0.0,0.0,0.1,0
2025-06-01 01:00:00,6.95,4394.3,0.0,0.0,0.0,0.1,0
2025-06-01 02:00:00,6.59,4384.25,0.0,0.0,0.0,0.1,0
2025-06-01 03:00:00,5.91,4563.56,0.0,0.0,0.0,0.1,0
2025-06-01 04:00:00,5.49,4911.59,-8.89,-8.89,0.0,0.5225,1
2025-06-01 05:00:00,5.18,5336.85,-9.0,-9.0,0.0,0.95,1
2025-06-01 06:00:00,5.79,5737.61,0.0,0.0,0.0,0.95,0
2025-06-01 07:00:00,7.03,5926.4,0.0,0.0,0.0,0.95,0
2025-06-01 08:00:00,8.11,5922.66,0.0,0.0,0.0,0.95,0
2025-06-01 09:00:00,8.63,5877.58,0.0,0.0,0.0,0.95,0
2025-06-01 10:00:00,8.83,5879.32,0.0,0.0,0.0,0.95,0
2025-06-01 11:00:00,9.29,5941.44,7.15,0.0,7.15,0.5737,0
2025-06-01 12:00:00,9.23,6060.27,0.0,0.0,0.0,0.5737,0
2025-06-01 13:00:00,8.99,6159.85,0.0,0.0,0.0,0.5737,0
2025-06-01 14:00:00,9.85,6273.08,9.0,0.0,9.0,0.1,0
