,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-11 15:00:00,39.13,8682.77,0.0,0.0,0.0,0.1,0
2025-07-11 16:00:00,33.08,8635.73,0.0,0.0,0.0,0.1,0
2025-07-11 17:00:00,26.15,8658.69,-9.0,-9.0,0.0,0.5275,1
2025-07-11 18:00:00,26.81,8702.98,-8.89,-8.89,0.0,0.95,1
2025-07-11 19:00:00,37.38,8871.92,9.0,0.0,9.0,0.4763,0
2025-07-11 20:00:00,35.13,8863.13,7.15,0.0,7.15,0.1,0
2025-07-11 21:00:00,23.98,8420.77,0.0,0.0,0.0,0.1,0
2025-07-11 22:00:00,13.18,7761.87,0.0,0.0,0.0,0.1,0
2025-07-11 23:00:00,13.36,6981.86,0.0,0.0,0.0,0.1,0
2025-07-12 00:00:00,7.05,6400.14,0.0,0.0,0.0,0.1,0
2025-07-12 01:00:00,5.82,6212.35,0.0,0.0,0.0,0.1,0
2025-07-12 02:00:00,5.37,6242.34,-8.89,-8.89,0.0,0.5225,1
2025-07-12 03:00:00,5.32,6289.26,-9.0,-9.0,0.0,0.95,1
2025-07-12 04:00:00,5.9,6307.22,0.0,0.0,0.0,0.95,0
2025-07-12 05:00:00,6.51,6342.92,0.0,0.0,0.0,0.95,0
2025-07-12 06:00:00,7.1,6457.87,0.0,0.0,0.0,0.95,0
2025-07-12 07:00:00,7.16,6780.64,0.0,0.0,0.0,0.95,0
2025-07-12 08:00:00,7.27,7289.13,0.0,0.0,0.0,0.95,0
2025-07-12 09:00:00,7.21,7685.01,0.0,0.0,0.0,0.95,0
2025-07-12 10:00:00,9.07,7865.61,0.0,0.0,0.0,0.95,0
2025-07-12 11:00:00,11.78,7965.59,0.0,0.0,0.0,0.95,0
2025-07-12 12:00:00,15.57,8031.43,0.0,0.0,0.0,0.95,0
2025-07-12 13:00:00,19.95,8008.84,7.15,0.0,7.15,0.5737,0
2025-07-12 14:00:00,25.11,7954.32,9.0,0.0,9.0,0.1,0
