,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-27 15:00:00,15.85,7323.72,0.0,0.0,0.0,0.1,0
2025-06-27 16:00:00,15.89,7400.71,0.0,0.0,0.0,0.1,0
2025-06-27 17:00:00,16.02,7382.64,0.0,0.0,0.0,0.1,0
2025-06-27 18:00:00,15.84,7384.4,0.0,0.0,0.0,0.1,0
2025-06-27 19:00:00,13.89,7486.4,0.0,0.0,0.0,0.1,0
2025-06-27 20:00:00,14.05,7623.99,0.0,0.0,0.0,0.1,0
2025-06-27 21:00:00,12.47,7584.91,0.0,0.0,0.0,0.1,0
2025-06-27 22:00:00,12.75,7439.15,0.0,0.0,0.0,0.1,0
2025-06-27 23:00:00,11.03,7076.23,0.0,0.0,0.0,0.1,0
2025-06-28 00:00:00,6.92,6559.35,-9.0,-9.0,0.0,0.5275,1
2025-06-28 01:00:00,7.46,6295.37,-8.89,-8.89,0.0,0.95,1
2025-06-28 02:00:00,9.29,6117.56,0.0,0.0,0.0,0.95,0
2025-06-28 03:00:00,10.02,6051.65,9.0,0.0,9.0,0.4763,0
2025-06-28 04:00:00,9.51,6098.21,0.0,0.0,0.0,0.4763,0
2025-06-28 05:00:00,8.99,6119.95,0.0,0.0,0.0,0.4763,0
2025-06-28 06:00:00,8.96,6150.97,0.0,0.0,0.0,0.4763,0
2025-06-28 07:00:00,9.19,6327.55,0.0,0.0,0.0,0.4763,0
2025-06-28 08:00:00,8.72,6592.48,-9.0,-9.0,0.0,0.9038,1
2025-06-28 09:00:00,8.83,6676.41,-0.97,-0.97,0.0,0.95,1
2025-06-28 10:00:00,9.68,6688.63,0.0,0.0,0.0,0.95,0
2025-06-28 11:00:00,10.23,6610.82,0.0,0.0,0.0,0.95,0
2025-06-28 12:00:00,10.47,6508.74,9.0,0.0,9.0,0.4763,0
2025-06-28 13:00:00,10.15,6431.4,0.0,0.0,0.0,0.4763,0
2025-06-28 14:00:00,10.25,6410.05,7.15,0.0,7.15,0.1,0
