,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-25 15:00:00,35.14,7628.27,-9.0,-9.0,0.0,0.5275,1
2025-06-25 16:00:00,35.66,7881.18,-8.89,-8.89,0.0,0.95,1
2025-06-25 17:00:00,39.51,8153.88,0.0,0.0,0.0,0.95,0
2025-06-25 18:00:00,55.26,8224.6,0.0,0.0,0.0,0.95,0
2025-06-25 19:00:00,56.13,8382.19,7.15,0.0,7.15,0.5737,0
2025-06-25 20:00:00,63.65,8536.07,9.0,0.0,9.0,0.1,0
2025-06-25 21:00:00,41.47,8440.5,0.0,0.0,0.0,0.1,0
2025-06-25 22:00:00,24.74,8162.11,0.0,0.0,0.0,0.1,0
2025-06-25 23:00:00,13.91,7710.86,-9.0,-9.0,0.0,0.5275,1
2025-06-26 00:00:00,15.71,7277.96,-8.89,-8.89,0.0,0.95,1
2025-06-26 01:00:00,21.94,7197.41,0.0,0.0,0.0,0.95,0
2025-06-26 02:00:00,28.39,7202.22,0.0,0.0,0.0,0.95,0
2025-06-26 03:00:00,27.69,7156.36,0.0,0.0,0.0,0.95,0
2025-06-26 04:00:00,28.47,7115.61,7.15,0.0,7.15,0.5737,0
2025-06-26 05:00:00,28.48,7077.59,9.0,0.0,9.0,0.1,0
2025-06-26 06:00:00,26.63,7156.31,0.0,0.0,0.0,0.1,0
2025-06-26 07:00:00,23.76,7397.43,-8.89,-8.89,0.0,0.5225,1
2025-06-26 08:00:00,22.43,7620.25,-9.0,-9.0,0.0,0.95,1
2025-06-26 09:00:00,24.0,7783.18,0.0,0.0,0.0,0.95,0
2025-06-26 10:00:00,25.56,7845.65,0.0,0.0,0.0,0.95,0
2025-06-26 11:00:00,27.84,7831.36,0.0,0.0,0.0,0.95,0
2025-06-26 12:00:00,30.99,7833.64,0.0,0.0,0.0,0.95,0
2025-06-26 13:00:00,33.51,7817.8,7.15,0.0,7.15,0.5737,0
2025-06-26 14:00:00,37.3,7872.04,9.0,0.0,9.0,0.1,0
