,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-20 15:00:00,38.22,8369.32,-9.0,-9.0,0.0,0.5275,1
2025-07-20 16:00:00,47.14,8548.17,-8.89,-8.89,0.0,0.95,1
2025-07-20 17:00:00,58.56,8760.29,0.0,0.0,0.0,0.95,0
2025-07-20 18:00:00,62.05,8840.59,0.0,0.0,0.0,0.95,0
2025-07-20 19:00:00,81.5,8976.0,9.0,0.0,9.0,0.4763,0
2025-07-20 20:00:00,81.2,9113.19,7.15,0.0,7.15,0.1,0
2025-07-20 21:00:00,66.79,9102.75,0.0,0.0,0.0,0.1,0
2025-07-20 22:00:00,49.2,8981.08,0.0,0.0,0.0,0.1,0
2025-07-20 23:00:00,45.46,8721.64,-8.89,-8.89,0.0,0.5225,1
2025-07-21 00:00:00,42.82,8421.85,-9.0,-9.0,0.0,0.95,1
2025-07-21 01:00:00,55.3,8332.54,0.0,0.0,0.0,0.95,0
2025-07-21 02:00:00,62.91,8299.72,9.0,0.0,9.0,0.4763,0
2025-07-21 03:00:00,56.31,8322.51,-0.97,-0.97,0.0,0.5225,1
2025-07-21 04:00:00,55.76,8395.58,-9.0,-9.0,0.0,0.95,1
2025-07-21 05:00:00,60.98,8504.45,0.0,0.0,0.0,0.95,0
2025-07-21 06:00:00,74.32,8676.72,9.0,0.0,9.0,0.4763,0
2025-07-21 07:00:00,71.56,8907.27,7.15,0.0,7.15,0.1,0
2025-07-21 08:00:00,62.92,9079.93,0.0,0.0,0.0,0.1,0
2025-07-21 09:00:00,60.69,9206.47,-8.89,-8.89,0.0,0.5225,1
2025-07-21 10:00:00,58.56,9240.47,-9.0,-9.0,0.0,0.95,1
2025-07-21 11:00:00,63.29,9254.25,0.0,0.0,0.0,0.95,0
2025-07-21 12:00:00,75.06,9321.7,0.0,0.0,0.0,0.95,0
2025-07-21 13:00:00,85.14,9408.09,7.15,0.0,7.15,0.5737,0
2025-07-21 14:00:00,103.9,9519.14,9.0,0.0,9.0,0.1,0
