,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-08-02 15:00:00,50.05,9299.79,-8.89,-8.89,0.0,0.5225,1
2025-08-02 16:00:00,30.63,9406.03,-9.0,-9.0,0.0,0.95,1
2025-08-02 17:00:00,57.46,9461.2,0.0,0.0,0.0,0.95,0
2025-08-02 18:00:00,76.91,9498.83,8.12,0.0,8.12,0.5225,0
2025-08-02 19:00:00,59.82,9520.55,-9.0,-9.0,0.0,0.95,1
2025-08-02 20:00:00,612.84,9423.99,7.15,0.0,7.15,0.5737,0
2025-08-02 21:00:00,679.66,9316.33,9.0,0.0,9.0,0.1,0
2025-08-02 22:00:00,29.68,9163.62,-8.89,-8.89,0.0,0.5225,1
2025-08-02 23:00:00,25.12,8862.46,-9.0,-9.0,0.0,0.95,1
2025-08-03 00:00:00,35.14,8520.66,0.0,0.0,0.0,0.95,0
2025-08-03 01:00:00,41.16,8345.21,0.0,0.0,0.0,0.95,0
2025-08-03 02:00:00,89.55,8261.22,9.0,0.0,9.0,0.4763,0
2025-08-03 03:00:00,84.28,8230.61,7.15,0.0,7.15,0.1,0
2025-08-03 04:00:00,40.89,8227.37,-9.0,-9.0,0.0,0.5275,1
2025-08-03 05:00:00,46.94,8163.33,8.12,0.0,8.12,0.1,0
2025-08-03 06:00:00,34.15,8115.42,0.0,0.0,0.0,0.1,0
2025-08-03 07:00:00,22.06,8190.52,-8.89,-8.89,0.0,0.5225,1
2025-08-03 08:00:00,19.9,8357.97,-9.0,-9.0,0.0,0.95,1
2025-08-03 09:00:00,25.78,8542.79,0.0,0.0,0.0,0.95,0
2025-08-03 10:00:00,25.75,8676.62,0.0,0.0,0.0,0.95,0
2025-08-03 11:00:00,32.77,8677.73,9.0,0.0,9.0,0.4763,0
2025-08-03 12:00:00,27.17,8609.51,7.15,0.0,7.15,0.1,0
2025-08-03 13:00:00,22.19,8554.38,-9.0,-9.0,0.0,0.5275,1
2025-08-03 14:00:00,27.01,8471.5,8.12,0.0,8.12,0.1,0
