,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-10 15:00:00,16.25,8169.1,-8.89,-8.89,0.0,0.5225,1
2025-06-10 16:00:00,15.91,8302.34,-9.0,-9.0,0.0,0.95,1
2025-06-10 17:00:00,20.92,8458.72,0.0,0.0,0.0,0.95,0
2025-06-10 18:00:00,46.54,8488.67,9.0,0.0,9.0,0.4763,0
2025-06-10 19:00:00,38.23,8467.3,7.15,0.0,7.15,0.1,0
2025-06-10 20:00:00,18.94,8413.89,0.0,0.0,0.0,0.1,0
2025-06-10 21:00:00,12.96,8108.63,0.0,0.0,0.0,0.1,0
2025-06-10 22:00:00,12.07,7727.54,0.0,0.0,0.0,0.1,0
2025-06-10 23:00:00,10.71,7421.35,0.0,0.0,0.0,0.1,0
2025-06-11 00:00:00,7.84,7199.59,-9.0,-9.0,0.0,0.5275,1
2025-06-11 01:00:00,8.33,7205.78,-8.89,-8.89,0.0,0.95,1
2025-06-11 02:00:00,10.48,7229.52,0.0,0.0,0.0,0.95,0
2025-06-11 03:00:00,12.22,7274.93,0.0,0.0,0.0,0.95,0
2025-06-11 04:00:00,16.18,7393.13,7.15,0.0,7.15,0.5737,0
2025-06-11 05:00:00,19.53,7532.1,9.0,0.0,9.0,0.1,0
2025-06-11 06:00:00,15.46,7766.93,0.0,0.0,0.0,0.1,0
2025-06-11 07:00:00,12.06,8022.4,0.0,0.0,0.0,0.1,0
2025-06-11 08:00:00,12.08,8157.28,0.0,0.0,0.0,0.1,0
2025-06-11 09:00:00,9.54,8123.44,-9.0,-9.0,0.0,0.5275,1
2025-06-11 10:00:00,10.27,8008.53,-8.89,-8.89,0.0,0.95,1
2025-06-11 11:00:00,11.83,7957.45,0.0,0.0,0.0,0.95,0
2025-06-11 12:00:00,14.55,7924.56,0.0,0.0,0.0,0.95,0
2025-06-11 13:00:00,16.99,7855.68,7.15,0.0,7.15,0.5737,0
2025-06-11 14:00:00,18.03,7809.59,9.0,0.0,9.0,0.1,0
