,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-28 15:00:00,100.24,9435.82,0.0,0.0,0.0,0.1,0
2025-07-28 16:00:00,103.32,9464.96,0.0,0.0,0.0,0.1,0
2025-07-28 17:00:00,109.91,9538.94,0.0,0.0,0.0,0.1,0
2025-07-28 18:00:00,96.78,9546.43,-9.0,-9.0,0.0,0.5275,1
2025-07-28 19:00:00,110.39,9541.61,8.12,0.0,8.12,0.1,0
2025-07-28 20:00:00,100.87,9477.98,0.0,0.0,0.0,0.1,0
2025-07-28 21:00:00,58.91,9286.87,0.0,0.0,0.0,0.1,0
2025-07-28 22:00:00,39.82,9026.41,0.0,0.0,0.0,0.1,0
2025-07-28 23:00:00,26.86,8636.46,-9.0,-9.0,0.0,0.5275,1
2025-07-29 00:00:00,31.81,8313.09,-8.89,-8.89,0.0,0.95,1
2025-07-29 01:00:00,41.71,8317.34,0.0,0.0,0.0,0.95,0
2025-07-29 02:00:00,48.59,8408.85,0.0,0.0,0.0,0.95,0
2025-07-29 03:00:00,51.13,8490.13,0.0,0.0,0.0,0.95,0
2025-07-29 04:00:00,53.31,8579.49,0.0,0.0,0.0,0.95,0
2025-07-29 05:00:00,63.1,8703.7,7.15,0.0,7.15,0.5737,0
2025-07-29 06:00:00,67.61,8823.51,9.0,0.0,9.0,0.1,0
2025-07-29 07:00:00,57.55,8976.37,0.0,0.0,0.0,0.1,0
2025-07-29 08:00:00,54.61,9094.77,-9.0,-9.0,0.0,0.5275,1
2025-07-29 09:00:00,55.91,9187.25,-8.89,-8.89,0.0,0.95,1
2025-07-29 10:00:00,66.78,9263.02,0.0,0.0,0.0,0.95,0
2025-07-29 11:00:00,80.1,9307.72,0.0,0.0,0.0,0.95,0
2025-07-29 12:00:00,84.44,9273.47,0.0,0.0,0.0,0.95,0
2025-07-29 13:00:00,86.56,9265.39,7.15,0.0,7.15,0.5737,0
2025-07-29 14:00:00,87.47,9272.08,9.0,0.0,9.0,0.1,0
