,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-16 15:00:00,77.83,8801.58,0.0,0.0,0.0,0.1,0
2025-06-16 16:00:00,84.15,8949.71,0.0,0.0,0.0,0.1,0
2025-06-16 17:00:00,76.83,9179.38,-8.89,-8.89,0.0,0.5225,1
2025-06-16 18:00:00,75.36,9333.54,-9.0,-9.0,0.0,0.95,1
2025-06-16 19:00:00,98.53,9438.56,0.0,0.0,0.0,0.95,0
2025-06-16 20:00:00,161.96,9523.22,9.0,0.0,9.0,0.4763,0
2025-06-16 21:00:00,122.55,9377.12,7.15,0.0,7.15,0.1,0
2025-06-16 22:00:00,54.77,9153.56,0.0,0.0,0.0,0.1,0
2025-06-16 23:00:00,46.07,8800.55,0.0,0.0,0.0,0.1,0
2025-06-17 00:00:00,41.83,8465.3,-8.89,-8.89,0.0,0.5225,1
2025-06-17 01:00:00,40.34,8250.63,-9.0,-9.0,0.0,0.95,1
2025-06-17 02:00:00,46.63,8047.12,8.12,0.0,8.12,0.5225,0
2025-06-17 03:00:00,40.74,7973.6,-9.0,-9.0,0.0,0.95,1
2025-06-17 04:00:00,48.12,7934.18,7.15,0.0,7.15,0.5737,0
2025-06-17 05:00:00,69.84,7898.18,9.0,0.0,9.0,0.1,0
2025-06-17 06:00:00,38.9,7919.25,0.0,0.0,0.0,0.1,0
2025-06-17 07:00:00,30.31,7939.08,0.0,0.0,0.0,0.1,0
2025-06-17 08:00:00,12.44,8027.89,0.0,0.0,0.0,0.1,0
2025-06-17 09:00:00,11.04,8099.31,-9.0,-9.0,0.0,0.5275,1
2025-06-17 10:00:00,12.22,8010.18,-8.89,-8.89,0.0,0.95,1
2025-06-17 11:00:00,14.55,8005.19,0.0,0.0,0.0,0.95,0
2025-06-17 12:00:00,19.65,8061.73,0.0,0.0,0.0,0.95,0
2025-06-17 13:00:00,24.0,8128.16,7.15,0.0,7.15,0.5737,0
2025-06-17 14:00:00,29.75,8249.51,9.0,0.0,9.0,0.1,0
