,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-15 15:00:00,81.19,9195.75,-9.0,-9.0,0.0,0.5275,1
2025-07-15 16:00:00,90.68,9375.4,0.1,0.0,0.1,0.5225,0
2025-07-15 17:00:00,67.56,9540.12,-9.0,-9.0,0.0,0.95,1
2025-07-15 18:00:00,98.15,9567.49,0.0,0.0,0.0,0.95,0
2025-07-15 19:00:00,133.16,9669.17,0.0,0.0,0.0,0.95,0
2025-07-15 20:00:00,153.89,9807.84,9.0,0.0,9.0,0.4763,0
2025-07-15 21:00:00,139.7,9769.73,7.15,0.0,7.15,0.1,0
2025-07-15 22:00:00,113.85,9593.93,0.0,0.0,0.0,0.1,0
2025-07-15 23:00:00,72.63,9164.78,0.0,0.0,0.0,0.1,0
2025-07-16 00:00:00,41.38,8727.85,0.0,0.0,0.0,0.1,0
2025-07-16 01:00:00,37.7,8435.83,0.0,0.0,0.0,0.1,0
2025-07-16 02:00:00,36.86,8287.56,-8.89,-8.89,0.0,0.5225,1
2025-07-16 03:00:00,36.85,8264.81,-9.0,-9.0,0.0,0.95,1
2025-07-16 04:00:00,41.17,8307.77,7.15,0.0,7.15,0.5737,0
2025-07-16 05:00:00,42.26,8352.7,9.0,0.0,9.0,0.1,0
2025-07-16 06:00:00,25.05,8300.6,0.0,0.0,0.0,0.1,0
2025-07-16 07:00:00,11.26,8164.91,0.0,0.0,0.0,0.1,0
2025-07-16 08:00:00,9.05,8227.1,-9.0,-9.0,0.0,0.5275,1
2025-07-16 09:00:00,9.15,8236.17,-8.89,-8.89,0.0,0.95,1
2025-07-16 10:00:00,9.51,7971.19,0.0,0.0,0.0,0.95,0
2025-07-16 11:00:00,10.69,7687.22,0.0,0.0,0.0,0.95,0
2025-07-16 12:00:00,11.8,7485.01,0.0,0.0,0.0,0.95,0
2025-07-16 13:00:00,13.51,7383.83,7.15,0.0,7.15,0.5737,0
2025-07-16 14:00:00,15.09,7345.4,9.0,0.0,9.0,0.1,0
