,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-01 15:00:00,11.9,6434.54,-9.0,-9.0,0.0,0.5275,1
2025-06-01 16:00:00,14.39,6813.99,-8.89,-8.89,0.0,0.95,1
2025-06-01 17:00:00,18.96,7296.77,0.0,0.0,0.0,0.95,0
2025-06-01 18:00:00,21.37,7597.38,0.0,0.0,0.0,0.95,0
2025-06-01 19:00:00,25.71,7763.66,7.15,0.0,7.15,0.5737,0
2025-06-01 20:00:00,27.27,7999.57,9.0,0.0,9.0,0.1,0
2025-06-01 21:00:00,23.99,8085.78,0.0,0.0,0.0,0.1,0
2025-06-01 22:00:00,15.91,7895.59,0.0,0.0,0.0,0.1,0
2025-06-01 23:00:00,11.65,7636.07,-9.0,-9.0,0.0,0.5275,1
2025-06-02 00:00:00,13.98,7386.75,8.12,0.0,8.12,0.1,0
2025-06-02 01:00:00,12.87,7142.11,0.0,0.0,0.0,0.1,0
2025-06-02 02:00:00,12.0,7032.4,-8.89,-8.89,0.0,0.5225,1
2025-06-02 03:00:00,11.91,7038.97,-9.0,-9.0,0.0,0.95,1
2025-06-02 04:00:00,13.34,7032.02,0.0,0.0,0.0,0.95,0
2025-06-02 05:00:00,15.49,7065.57,0.0,0.0,0.0,0.95,0
2025-06-02 06:00:00,17.69,7309.82,0.0,0.0,0.0,0.95,0
2025-06-02 07:00:00,21.58,7573.0,0.0,0.0,0.0,0.95,0
2025-06-02 08:00:00,23.49,7434.44,8.12,0.0,8.12,0.5225,0
2025-06-02 09:00:00,21.49,7223.97,0.0,0.0,0.0,0.5225,0
2025-06-02 10:00:00,21.21,7159.99,0.0,0.0,0.0,0.5225,0
2025-06-02 11:00:00,21.01,7151.67,-9.0,-9.0,0.0,0.95,1
2025-06-02 12:00:00,22.66,7119.47,0.0,0.0,0.0,0.95,0
2025-06-02 13:00:00,25.43,7114.84,7.15,0.0,7.15,0.5737,0
2025-06-02 14:00:00,27.06,7089.74,9.0,0.0,9.0,0.1,0
