,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-20 04:00:00,11.87,8626.0,-9.0,-9.0,0.0,0.5275,1
2025-05-20 05:00:00,13.23,8684.89,-8.89,-8.89,0.0,0.95,1
2025-05-20 06:00:00,15.3,8892.0,0.0,0.0,0.0,0.95,0
2025-05-20 07:00:00,18.54,9245.0,9.0,0.0,9.0,0.4763,0
2025-05-20 08:00:00,17.46,9450.85,7.15,0.0,7.15,0.1,0
2025-05-20 09:00:00,16.24,9557.0,0.0,0.0,0.0,0.1,0
2025-05-20 10:00:00,14.43,9625.0,0.0,0.0,0.0,0.1,0
2025-05-20 11:00:00,12.91,6558.8,0.0,0.0,0.0,0.1,0
2025-05-20 12:00:00,11.97,6577.08,0.0,0.0,0.0,0.1,0
2025-05-20 13:00:00,10.96,6622.87,-9.0,-9.0,0.0,0.5275,1
2025-05-20 14:00:00,11.08,6659.92,-8.89,-8.89,0.0,0.95,1
2025-05-20 15:00:00,11.45,6726.17,0.0,0.0,0.0,0.95,0
2025-05-20 16:00:00,11.76,6903.98,0.0,0.0,0.0,0.95,0
2025-05-20 17:00:00,11.7,7107.3,0.0,0.0,0.0,0.95,0
2025-05-20 18:00:00,11.79,7238.71,0.0,0.0,0.0,0.95,0
2025-05-20 19:00:00,15.72,7489.57,0.0,0.0,0.0,0.95,0
2025-05-20 20:00:00,21.06,7669.15,9.0,0.0,9.0,0.4763,0
2025-05-20 21:00:00,19.65,7688.47,7.15,0.0,7.15,0.1,0
2025-05-20 22:00:00,14.62,7495.18,0.0,0.0,0.0,0.1,0
2025-05-20 23:00:00,12.8,7192.46,-8.89,-8.89,0.0,0.5225,1
2025-05-21 00:00:00,12.56,6982.62,-9.0,-9.0,0.0,0.95,1
2025-05-21 01:00:00,13.06,6827.38,0.0,0.0,0.0,0.95,0
2025-05-21 02:00:00,13.39,6817.2,0.0,0.0,0.0,0.95,0
2025-05-21 03:00:00,14.23,6866.33,0.0,0.0,0.0,0.95,0
2025-05-21 04:00:00,16.78,6904.16,0.0,0.0,0.0,0.95,0
2025-05-21 05:00:00,19.96,6940.71,7.15,0.0,7.15,0.5737,0
2025-05-21 06:00:00,20.74,7066.16,9.0,0.0,9.0,0.1,0
2025-05-21 07:00:00,17.3,7251.92,0.0,0.0,0.0,0.1,0
2025-05-21 08:00:00,14.94,7292.29,0.0,0.0,0.0,0.1,0
2025-05-21 09:00:00,14.38,7329.45,0.0,0.0,0.0,0.1,0
2025-05-21 10:00:00,15.07,7434.41,0.0,0.0,0.0,0.1,0
