,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-23 15:00:00,28.56,7255.88,-9.0,-9.0,0.0,0.5275,1
2025-06-23 16:00:00,33.42,7441.38,8.12,0.0,8.12,0.1,0
2025-06-23 17:00:00,28.53,7627.13,-8.89,-8.89,0.0,0.5225,1
2025-06-23 18:00:00,28.07,7773.72,-9.0,-9.0,0.0,0.95,1
2025-06-23 19:00:00,44.32,8135.55,0.0,0.0,0.0,0.95,0
2025-06-23 20:00:00,57.6,8464.76,9.0,0.0,9.0,0.4763,0
2025-06-23 21:00:00,51.81,8500.67,0.0,0.0,0.0,0.4763,0
2025-06-23 22:00:00,51.17,8448.34,-0.97,-0.97,0.0,0.5225,1
2025-06-23 23:00:00,53.15,8336.49,0.0,0.0,0.0,0.5225,0
2025-06-24 00:00:00,49.98,8281.84,-9.0,-9.0,0.0,0.95,1
2025-06-24 01:00:00,56.97,8291.4,0.0,0.0,0.0,0.95,0
2025-06-24 02:00:00,64.21,8331.34,0.0,0.0,0.0,0.95,0
2025-06-24 03:00:00,65.1,8353.73,7.15,0.0,7.15,0.5737,0
2025-06-24 04:00:00,65.67,8366.15,9.0,0.0,9.0,0.1,0
2025-06-24 05:00:00,64.2,8349.03,0.0,0.0,0.0,0.1,0
2025-06-24 06:00:00,41.08,8281.76,0.0,0.0,0.0,0.1,0
2025-06-24 07:00:00,27.03,8204.12,0.0,0.0,0.0,0.1,0
2025-06-24 08:00:00,22.61,8118.65,-8.89,-8.89,0.0,0.5225,1
2025-06-24 09:00:00,21.43,8002.6,-9.0,-9.0,0.0,0.95,1
2025-06-24 10:00:00,24.18,7908.18,0.0,0.0,0.0,0.95,0
2025-06-24 11:00:00,29.97,7889.82,0.0,0.0,0.0,0.95,0
2025-06-24 12:00:00,34.17,7896.46,0.0,0.0,0.0,0.95,0
2025-06-24 13:00:00,35.9,7922.25,7.15,0.0,7.15,0.5737,0
2025-06-24 14:00:00,36.81,7964.95,9.0,0.0,9.0,0.1,0
