,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-03 15:00:00,34.0,7714.4,-9.0,-9.0,0.0,0.5275,1
2025-06-03 16:00:00,35.87,7840.86,-8.89,-8.89,0.0,0.95,1
2025-06-03 17:00:00,37.59,8052.85,0.0,0.0,0.0,0.95,0
2025-06-03 18:00:00,36.28,8135.61,0.0,0.0,0.0,0.95,0
2025-06-03 19:00:00,52.53,8417.84,0.0,0.0,0.0,0.95,0
2025-06-03 20:00:00,70.48,8718.02,9.0,0.0,9.0,0.4763,0
2025-06-03 21:00:00,59.7,8828.94,7.15,0.0,7.15,0.1,0
2025-06-03 22:00:00,46.38,8761.68,0.0,0.0,0.0,0.1,0
2025-06-03 23:00:00,37.8,8438.77,0.0,0.0,0.0,0.1,0
2025-06-04 00:00:00,28.33,8087.43,-9.0,-9.0,0.0,0.5275,1
2025-06-04 01:00:00,29.61,7893.68,-8.89,-8.89,0.0,0.95,1
2025-06-04 02:00:00,30.66,7865.93,0.0,0.0,0.0,0.95,0
2025-06-04 03:00:00,31.17,7946.1,0.0,0.0,0.0,0.95,0
2025-06-04 04:00:00,33.54,8081.01,0.0,0.0,0.0,0.95,0
2025-06-04 05:00:00,39.06,8177.17,9.0,0.0,9.0,0.4763,0
2025-06-04 06:00:00,38.06,8294.49,7.15,0.0,7.15,0.1,0
2025-06-04 07:00:00,34.31,8428.96,0.0,0.0,0.0,0.1,0
2025-06-04 08:00:00,30.79,8430.83,-8.89,-8.89,0.0,0.5225,1
2025-06-04 09:00:00,28.94,8374.13,-9.0,-9.0,0.0,0.95,1
2025-06-04 10:00:00,32.21,8367.99,0.0,0.0,0.0,0.95,0
2025-06-04 11:00:00,39.07,8383.93,0.0,0.0,0.0,0.95,0
2025-06-04 12:00:00,47.86,8423.32,0.0,0.0,0.0,0.95,0
2025-06-04 13:00:00,52.75,8419.09,7.15,0.0,7.15,0.5737,0
2025-06-04 14:00:00,58.57,8448.58,9.0,0.0,9.0,0.1,0
