,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-06 15:00:00,21.96,7541.0,0.0,0.0,0.0,0.1,0
2025-06-06 16:00:00,22.29,7461.28,0.0,0.0,0.0,0.1,0
2025-06-06 17:00:00,18.9,7518.81,0.0,0.0,0.0,0.1,0
2025-06-06 18:00:00,18.43,7514.54,0.0,0.0,0.0,0.1,0
2025-06-06 19:00:00,16.89,7495.22,0.0,0.0,0.0,0.1,0
2025-06-06 20:00:00,16.34,7470.33,0.0,0.0,0.0,0.1,0
2025-06-06 21:00:00,16.99,7257.27,0.0,0.0,0.0,0.1,0
2025-06-06 22:00:00,12.92,6991.9,0.0,0.0,0.0,0.1,0
2025-06-06 23:00:00,9.63,6580.73,0.0,0.0,0.0,0.1,0
2025-06-07 00:00:00,5.87,6039.34,0.0,0.0,0.0,0.1,0
2025-06-07 01:00:00,5.14,5962.64,-9.0,-9.0,0.0,0.5275,1
2025-06-07 02:00:00,5.74,6084.73,-8.89,-8.89,0.0,0.95,1
2025-06-07 03:00:00,7.19,6180.09,8.12,0.0,8.12,0.5225,0
2025-06-07 04:00:00,6.51,6248.47,0.0,0.0,0.0,0.5225,0
2025-06-07 05:00:00,6.32,6169.1,-9.0,-9.0,0.0,0.95,1
2025-06-07 06:00:00,6.63,6044.17,0.0,0.0,0.0,0.95,0
2025-06-07 07:00:00,7.54,6054.72,0.0,0.0,0.0,0.95,0
2025-06-07 08:00:00,8.35,5999.23,0.0,0.0,0.0,0.95,0
2025-06-07 09:00:00,9.06,5843.11,0.0,0.0,0.0,0.95,0
2025-06-07 10:00:00,9.71,5652.09,0.0,0.0,0.0,0.95,0
2025-06-07 11:00:00,9.89,5490.65,7.15,0.0,7.15,0.5737,0
2025-06-07 12:00:00,9.47,5362.14,0.0,0.0,0.0,0.5737,0
2025-06-07 13:00:00,9.75,5224.61,0.0,0.0,0.0,0.5737,0
2025-06-07 14:00:00,10.56,5113.22,9.0,0.0,9.0,0.1,0
