,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-29 15:00:00,87.13,9336.83,-9.0,-9.0,0.0,0.5275,1
2025-07-29 16:00:00,94.65,9434.14,-8.89,-8.89,0.0,0.95,1
2025-07-29 17:00:00,98.99,9512.74,0.0,0.0,0.0,0.95,0
2025-07-29 18:00:00,105.82,9537.64,7.15,0.0,7.15,0.5737,0
2025-07-29 19:00:00,122.49,9645.85,9.0,0.0,9.0,0.1,0
2025-07-29 20:00:00,99.45,9623.21,0.0,0.0,0.0,0.1,0
2025-07-29 21:00:00,54.48,9340.64,0.0,0.0,0.0,0.1,0
2025-07-29 22:00:00,22.95,8915.83,0.0,0.0,0.0,0.1,0
2025-07-29 23:00:00,14.45,8397.37,-9.0,-9.0,0.0,0.5275,1
2025-07-30 00:00:00,14.91,7957.17,-8.89,-8.89,0.0,0.95,1
2025-07-30 01:00:00,16.22,7736.32,0.0,0.0,0.0,0.95,0
2025-07-30 02:00:00,18.65,7652.47,0.0,0.0,0.0,0.95,0
2025-07-30 03:00:00,19.55,7624.27,0.0,0.0,0.0,0.95,0
2025-07-30 04:00:00,20.2,7613.6,0.0,0.0,0.0,0.95,0
2025-07-30 05:00:00,22.79,7681.66,7.15,0.0,7.15,0.5737,0
2025-07-30 06:00:00,23.83,7801.57,9.0,0.0,9.0,0.1,0
2025-07-30 07:00:00,19.68,7910.59,0.0,0.0,0.0,0.1,0
2025-07-30 08:00:00,16.53,8103.8,-8.89,-8.89,0.0,0.5225,1
2025-07-30 09:00:00,15.6,8328.81,-9.0,-9.0,0.0,0.95,1
2025-07-30 10:00:00,17.62,8410.06,0.0,0.0,0.0,0.95,0
2025-07-30 11:00:00,21.5,8474.25,0.0,0.0,0.0,0.95,0
2025-07-30 12:00:00,28.62,8612.81,0.0,0.0,0.0,0.95,0
2025-07-30 13:00:00,38.59,8767.51,7.15,0.0,7.15,0.5737,0
2025-07-30 14:00:00,44.78,8915.71,9.0,0.0,9.0,0.1,0
