,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-16 15:00:00,16.71,7403.56,-9.0,-9.0,0.0,0.5275,1
2025-07-16 16:00:00,17.17,7560.22,-8.89,-8.89,0.0,0.95,1
2025-07-16 17:00:00,18.26,7779.16,0.0,0.0,0.0,0.95,0
2025-07-16 18:00:00,18.65,7950.96,0.0,0.0,0.0,0.95,0
2025-07-16 19:00:00,19.86,8116.1,7.15,0.0,7.15,0.5737,0
2025-07-16 20:00:00,20.92,8188.72,9.0,0.0,9.0,0.1,0
2025-07-16 21:00:00,13.65,7993.79,0.0,0.0,0.0,0.1,0
2025-07-16 22:00:00,12.48,7614.91,0.0,0.0,0.0,0.1,0
2025-07-16 23:00:00,10.85,7145.44,0.0,0.0,0.0,0.1,0
2025-07-17 00:00:00,7.62,6826.67,-9.0,-9.0,0.0,0.5275,1
2025-07-17 01:00:00,7.76,6765.61,-8.89,-8.89,0.0,0.95,1
2025-07-17 02:00:00,9.4,6864.03,0.0,0.0,0.0,0.95,0
2025-07-17 03:00:00,11.91,7070.95,0.0,0.0,0.0,0.95,0
2025-07-17 04:00:00,16.3,7360.22,0.0,0.0,0.0,0.95,0
2025-07-17 05:00:00,23.97,7665.31,0.0,0.0,0.0,0.95,0
2025-07-17 06:00:00,26.56,7934.6,0.0,0.0,0.0,0.95,0
2025-07-17 07:00:00,26.82,8378.83,0.0,0.0,0.0,0.95,0
2025-07-17 08:00:00,30.95,8860.15,0.0,0.0,0.0,0.95,0
2025-07-17 09:00:00,35.57,9167.47,0.0,0.0,0.0,0.95,0
2025-07-17 10:00:00,47.88,9381.17,0.0,0.0,0.0,0.95,0
2025-07-17 11:00:00,58.69,9474.7,0.0,0.0,0.0,0.95,0
2025-07-17 12:00:00,62.05,9489.19,0.0,0.0,0.0,0.95,0
2025-07-17 13:00:00,73.09,9529.31,7.15,0.0,7.15,0.5737,0
2025-07-17 14:00:00,78.03,9535.78,9.0,0.0,9.0,0.1,0
