,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-26 15:00:00,54.61,8687.02,-0.97,-0.97,0.0,0.1462,1
2025-07-26 16:00:00,57.62,8740.43,0.0,0.0,0.0,0.1462,0
2025-07-26 17:00:00,59.09,8845.2,0.0,0.0,0.0,0.1462,0
2025-07-26 18:00:00,52.36,8882.43,-9.0,-9.0,0.0,0.5737,1
2025-07-26 19:00:00,62.46,8939.69,9.0,0.0,9.0,0.1,0
2025-07-26 20:00:00,54.87,8902.09,0.0,0.0,0.0,0.1,0
2025-07-26 21:00:00,42.56,8679.01,0.0,0.0,0.0,0.1,0
2025-07-26 22:00:00,30.41,8525.21,-8.89,-8.89,0.0,0.5225,1
2025-07-26 23:00:00,24.13,8323.17,-9.0,-9.0,0.0,0.95,1
2025-07-27 00:00:00,32.68,8243.67,0.0,0.0,0.0,0.95,0
2025-07-27 01:00:00,46.41,8294.38,0.0,0.0,0.0,0.95,0
2025-07-27 02:00:00,52.08,8271.32,0.0,0.0,0.0,0.95,1
2025-07-27 03:00:00,57.55,8318.76,0.0,0.0,0.0,0.95,0
2025-07-27 04:00:00,66.07,8459.02,0.0,0.0,0.0,0.95,0
2025-07-27 05:00:00,70.75,8551.98,9.0,0.0,9.0,0.4763,0
2025-07-27 06:00:00,68.73,8487.16,7.15,0.0,7.15,0.1,0
2025-07-27 07:00:00,57.74,8460.87,0.0,0.0,0.0,0.1,0
2025-07-27 08:00:00,48.58,8478.3,0.0,0.0,0.0,0.1,0
2025-07-27 09:00:00,43.69,8545.95,0.0,0.0,0.0,0.1,0
2025-07-27 10:00:00,33.29,8512.58,0.0,0.0,0.0,0.1,0
2025-07-27 11:00:00,29.62,8458.45,0.0,0.0,0.0,0.1,0
2025-07-27 12:00:00,30.58,8427.74,0.0,0.0,0.0,0.1,0
2025-07-27 13:00:00,30.74,8414.17,0.0,0.0,0.0,0.1,0
2025-07-27 14:00:00,32.33,8398.51,0.0,0.0,0.0,0.1,0
