,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-27 15:00:00,46.31,8148.28,-8.89,-8.89,0.0,0.5225,1
2025-05-27 16:00:00,49.83,8328.94,0.0,0.0,0.0,0.5225,0
2025-05-27 17:00:00,43.93,8542.63,-9.0,-9.0,0.0,0.95,1
2025-05-27 18:00:00,46.64,8736.67,0.0,0.0,0.0,0.95,0
2025-05-27 19:00:00,82.9,9057.9,7.15,0.0,7.15,0.5737,0
2025-05-27 20:00:00,89.68,9272.63,9.0,0.0,9.0,0.1,0
2025-05-27 21:00:00,72.77,9311.98,0.0,0.0,0.0,0.1,0
2025-05-27 22:00:00,62.83,9231.54,0.0,0.0,0.0,0.1,0
2025-05-27 23:00:00,50.0,8992.49,-8.89,-8.89,0.0,0.5225,1
2025-05-28 00:00:00,40.17,8747.57,-9.0,-9.0,0.0,0.95,1
2025-05-28 01:00:00,59.93,8633.86,0.0,0.0,0.0,0.95,0
2025-05-28 02:00:00,77.02,8582.77,7.15,0.0,7.15,0.5737,0
2025-05-28 03:00:00,72.78,8582.37,0.0,0.0,0.0,0.5737,0
2025-05-28 04:00:00,77.58,8616.06,9.0,0.0,9.0,0.1,0
2025-05-28 05:00:00,71.34,8639.19,0.0,0.0,0.0,0.1,0
2025-05-28 06:00:00,47.72,8631.04,0.0,0.0,0.0,0.1,0
2025-05-28 07:00:00,29.67,8557.05,0.0,0.0,0.0,0.1,0
2025-05-28 08:00:00,24.64,8436.79,-9.0,-9.0,0.0,0.5275,1
2025-05-28 09:00:00,24.68,8417.91,-8.89,-8.89,0.0,0.95,1
2025-05-28 10:00:00,28.38,8425.92,0.0,0.0,0.0,0.95,0
2025-05-28 11:00:00,36.96,8464.53,0.0,0.0,0.0,0.95,0
2025-05-28 12:00:00,44.75,8474.11,0.0,0.0,0.0,0.95,0
2025-05-28 13:00:00,51.6,8522.95,7.15,0.0,7.15,0.5737,0
2025-05-28 14:00:00,56.65,8547.66,9.0,0.0,9.0,0.1,0
