,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-23 15:00:00,33.57,8497.2,0.0,0.0,0.0,0.1,0
2025-07-23 16:00:00,30.4,8538.47,-8.89,-8.89,0.0,0.5225,1
2025-07-23 17:00:00,27.1,8617.09,-9.0,-9.0,0.0,0.95,1
2025-07-23 18:00:00,33.98,8650.61,0.0,0.0,0.0,0.95,0
2025-07-23 19:00:00,40.25,8818.18,9.0,0.0,9.0,0.4763,0
2025-07-23 20:00:00,39.61,8845.11,7.15,0.0,7.15,0.1,0
2025-07-23 21:00:00,24.83,8589.78,0.0,0.0,0.0,0.1,0
2025-07-23 22:00:00,12.5,8097.6,0.0,0.0,0.0,0.1,0
2025-07-23 23:00:00,10.65,7467.5,0.0,0.0,0.0,0.1,0
2025-07-24 00:00:00,8.08,6863.37,0.0,0.0,0.0,0.1,0
2025-07-24 01:00:00,6.51,6490.27,0.0,0.0,0.0,0.1,0
2025-07-24 02:00:00,5.62,6318.23,-8.89,-8.89,0.0,0.5225,1
2025-07-24 03:00:00,5.29,6252.97,-9.0,-9.0,0.0,0.95,1
2025-07-24 04:00:00,5.91,6280.77,0.0,0.0,0.0,0.95,0
2025-07-24 05:00:00,6.58,6396.16,0.0,0.0,0.0,0.95,0
2025-07-24 06:00:00,7.07,6471.42,0.0,0.0,0.0,0.95,0
2025-07-24 07:00:00,6.98,6553.13,0.0,0.0,0.0,0.95,0
2025-07-24 08:00:00,7.07,6909.59,0.0,0.0,0.0,0.95,0
2025-07-24 09:00:00,7.91,7361.18,0.0,0.0,0.0,0.95,0
2025-07-24 10:00:00,9.67,7545.32,0.0,0.0,0.0,0.95,0
2025-07-24 11:00:00,11.19,7566.29,0.0,0.0,0.0,0.95,0
2025-07-24 12:00:00,12.29,7499.87,0.0,0.0,0.0,0.95,0
2025-07-24 13:00:00,13.02,7436.41,7.15,0.0,7.15,0.5737,0
2025-07-24 14:00:00,14.23,7451.26,9.0,0.0,9.0,0.1,0
