,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-05-25 15:00:00,11.14,5771.38,-9.0,-9.0,0.0,0.5275,1
2025-05-25 16:00:00,11.43,5876.1,0.0,0.0,0.0,0.5275,0
2025-05-25 17:00:00,11.22,6015.16,-8.89,-8.89,0.0,0.95,1
2025-05-25 18:00:00,11.55,6128.04,0.0,0.0,0.0,0.95,0
2025-05-25 19:00:00,13.7,6257.1,9.0,0.0,9.0,0.4763,0
2025-05-25 20:00:00,12.95,6211.29,7.15,0.0,7.15,0.1,0
2025-05-25 21:00:00,11.65,5895.46,0.0,0.0,0.0,0.1,0
2025-05-25 22:00:00,8.56,5532.21,0.0,0.0,0.0,0.1,0
2025-05-25 23:00:00,6.16,5175.35,0.0,0.0,0.0,0.1,0
2025-05-26 00:00:00,6.35,4946.79,0.0,0.0,0.0,0.1,0
2025-05-26 01:00:00,6.15,4912.87,0.0,0.0,0.0,0.1,0
2025-05-26 02:00:00,6.0,5002.49,-9.0,-9.0,0.0,0.5275,1
2025-05-26 03:00:00,6.11,5092.93,-8.89,-8.89,0.0,0.95,1
2025-05-26 04:00:00,6.87,5166.98,0.0,0.0,0.0,0.95,0
2025-05-26 05:00:00,8.08,5217.85,0.0,0.0,0.0,0.95,0
2025-05-26 06:00:00,8.62,5282.41,0.0,0.0,0.0,0.95,0
2025-05-26 07:00:00,11.99,5370.01,0.0,0.0,0.0,0.95,0
2025-05-26 08:00:00,13.34,5402.48,9.0,0.0,9.0,0.4763,0
2025-05-26 09:00:00,13.14,5435.36,7.15,0.0,7.15,0.1,0
2025-05-26 10:00:00,11.53,5451.63,0.0,0.0,0.0,0.1,0
2025-05-26 11:00:00,9.52,5453.93,-9.0,-9.0,0.0,0.5275,1
2025-05-26 12:00:00,9.63,5448.91,-8.89,-8.89,0.0,0.95,1
2025-05-26 13:00:00,12.36,5444.16,7.15,0.0,7.15,0.5737,0
2025-05-26 14:00:00,15.31,5478.13,9.0,0.0,9.0,0.1,0
