,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-06-29 15:00:00,25.0,7142.42,-9.0,-9.0,0.0,0.5275,1
2025-06-29 16:00:00,30.6,7340.78,-8.89,-8.89,0.0,0.95,1
2025-06-29 17:00:00,34.97,7671.38,0.0,0.0,0.0,0.95,0
2025-06-29 18:00:00,37.56,8066.13,0.0,0.0,0.0,0.95,0
2025-06-29 19:00:00,50.6,8567.64,0.0,0.0,0.0,0.95,0
2025-06-29 20:00:00,64.36,9097.69,0.0,0.0,0.0,0.95,0
2025-06-29 21:00:00,69.28,9262.79,0.0,0.0,0.0,0.95,0
2025-06-29 22:00:00,144.99,9227.44,9.0,0.0,9.0,0.4763,0
2025-06-29 23:00:00,88.77,8976.89,7.15,0.0,7.15,0.1,0
2025-06-30 00:00:00,71.16,8644.53,0.0,0.0,0.0,0.1,0
2025-06-30 01:00:00,57.24,8407.47,0.0,0.0,0.0,0.1,0
2025-06-30 02:00:00,54.56,8206.5,0.0,0.0,0.0,0.1,0
2025-06-30 03:00:00,46.6,8036.56,0.0,0.0,0.0,0.1,0
2025-06-30 04:00:00,42.64,7949.31,0.0,0.0,0.0,0.1,0
2025-06-30 05:00:00,47.12,7930.95,0.0,0.0,0.0,0.1,0
2025-06-30 06:00:00,41.74,7982.27,0.0,0.0,0.0,0.1,0
2025-06-30 07:00:00,34.0,8062.16,0.0,0.0,0.0,0.1,0
2025-06-30 08:00:00,31.17,8186.0,-8.89,-8.89,0.0,0.5225,1
2025-06-30 09:00:00,30.42,8366.12,-9.0,-9.0,0.0,0.95,1
2025-06-30 10:00:00,37.15,8423.96,0.0,0.0,0.0,0.95,0
2025-06-30 11:00:00,45.27,8439.1,0.0,0.0,0.0,0.95,0
2025-06-30 12:00:00,49.63,8462.45,0.0,0.0,0.0,0.95,0
2025-06-30 13:00:00,55.25,8554.04,7.15,0.0,7.15,0.5737,0
2025-06-30 14:00:00,60.92,8669.0,9.0,0.0,9.0,0.1,0
