,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-25 15:00:00,30.87,8778.24,0.0,0.0,0.0,0.1,0
2025-07-25 16:00:00,24.6,8600.52,0.0,0.0,0.0,0.1,0
2025-07-25 17:00:00,22.21,8480.8,0.0,0.0,0.0,0.1,0
2025-07-25 18:00:00,20.15,8199.49,0.0,0.0,0.0,0.1,0
2025-07-25 19:00:00,17.03,8060.92,0.0,0.0,0.0,0.1,0
2025-07-25 20:00:00,16.07,7928.91,0.0,0.0,0.0,0.1,0
2025-07-25 21:00:00,15.83,7898.08,0.0,0.0,0.0,0.1,0
2025-07-25 22:00:00,15.0,8142.15,-9.0,-9.0,0.0,0.5275,1
2025-07-25 23:00:00,15.77,8293.62,-8.89,-8.89,0.0,0.95,1
2025-07-26 00:00:00,24.06,8286.5,0.0,0.0,0.0,0.95,0
2025-07-26 01:00:00,33.91,8326.31,0.0,0.0,0.0,0.95,0
2025-07-26 02:00:00,38.45,8365.29,0.0,0.0,0.0,0.95,0
2025-07-26 03:00:00,38.58,8399.18,0.0,0.0,0.0,0.95,0
2025-07-26 04:00:00,39.54,8464.02,0.0,0.0,0.0,0.95,0
2025-07-26 05:00:00,47.76,8572.67,9.0,0.0,9.0,0.4763,0
2025-07-26 06:00:00,47.36,8634.72,7.15,0.0,7.15,0.1,0
2025-07-26 07:00:00,41.77,8719.72,0.0,0.0,0.0,0.1,0
2025-07-26 08:00:00,33.21,8782.36,0.0,0.0,0.0,0.1,0
2025-07-26 09:00:00,29.03,8814.04,-9.0,-9.0,0.0,0.5275,1
2025-07-26 10:00:00,29.13,8818.91,-8.89,-8.89,0.0,0.95,1
2025-07-26 11:00:00,29.87,8824.22,0.0,0.0,0.0,0.95,0
2025-07-26 12:00:00,34.63,8840.17,0.0,0.0,0.0,0.95,0
2025-07-26 13:00:00,39.27,8822.75,7.15,0.0,7.15,0.5737,0
2025-07-26 14:00:00,43.76,8791.08,9.0,0.0,9.0,0.1,0
