,pool_price ($/MWh),Grid Power Flow (MW),Battery Output (MW),Charging Power (MW),Discharging Power (MW),State-of-charge (SOC),Charge Status
2025-07-07 15:00:00,61.57,9060.74,0.0,0.0,0.0,0.1,0
2025-07-07 16:00:00,62.27,9134.62,0.0,0.0,0.0,0.1,0
2025-07-07 17:00:00,59.02,9250.03,-9.0,-9.0,0.0,0.5275,1
2025-07-07 18:00:00,60.39,9302.71,-8.89,-8.89,0.0,0.95,1
2025-07-07 19:00:00,93.53,9394.73,9.0,0.0,9.0,0.4763,0
2025-07-07 20:00:00,77.96,9341.0,7.15,0.0,7.15,0.1,0
2025-07-07 21:00:00,44.98,8837.86,0.0,0.0,0.0,0.1,0
2025-07-07 22:00:00,15.32,8128.01,0.0,0.0,0.0,0.1,0
2025-07-07 23:00:00,12.35,7214.42,0.0,0.0,0.0,0.1,0
2025-07-08 00:00:00,8.36,6536.62,0.0,0.0,0.0,0.1,0
2025-07-08 01:00:00,6.92,6172.16,0.0,0.0,0.0,0.1,0
2025-07-08 02:00:00,5.78,6038.94,0.0,0.0,0.0,0.1,0
2025-07-08 03:00:00,5.27,5990.74,-9.0,-9.0,0.0,0.5275,1
2025-07-08 04:00:00,5.35,5999.93,-8.89,-8.89,0.0,0.95,1
2025-07-08 05:00:00,5.91,6033.01,0.0,0.0,0.0,0.95,0
2025-07-08 06:00:00,5.86,6112.8,0.0,0.0,0.0,0.95,0
2025-07-08 07:00:00,7.29,6451.49,0.0,0.0,0.0,0.95,0
2025-07-08 08:00:00,9.05,6909.89,0.0,0.0,0.0,0.95,0
2025-07-08 09:00:00,9.83,7465.82,0.0,0.0,0.0,0.95,0
2025-07-08 10:00:00,11.64,7692.8,0.0,0.0,0.0,0.95,0
2025-07-08 11:00:00,13.76,7644.53,0.0,0.0,0.0,0.95,0
2025-07-08 12:00:00,16.04,7608.92,0.0,0.0,0.0,0.95,0
2025-07-08 13:00:00,17.65,7613.08,7.15,0.0,7.15,0.5737,0
2025-07-08 14:00:00,19.34,7576.16,9.0,0.0,9.0,0.1,0
