,begin_datetime_mpt,AC_WIND,AC_SOLAR,AC_HYDRO
668,2024-06-28 20:00,4348,1535,805
669,2024-06-28 21:00,4348,1535,805
670,2024-06-28 22:00,4348,1514,805
671,2024-06-28 23:00,4348,1514,805
672,2024-06-29 00:00,4348,1514,807
673,2024-06-29 01:00,4348,1514,807
674,2024-06-29 02:00,4348,1514,807
675,2024-06-29 03:00,4348,1514,807
676,2024-06-29 04:00,4348,1510,807
677,2024-06-29 05:00,4353,1510,807
678,2024-06-29 06:00,4353,1510,807
679,2024-06-29 07:00,4353,1549,807
680,2024-06-29 08:00,4353,1549,807
681,2024-06-29 09:00,4353,1519,807
682,2024-06-29 10:00,4353,1519,807
683,2024-06-29 11:00,4353,1519,807
684,2024-06-29 12:00,4353,1519,807
685,2024-06-29 13:00,4353,1519,807
686,2024-06-29 14:00,4353,1519,807
687,2024-06-29 15:00,4353,1519,807
688,2024-06-29 16:00,4353,1519,807
689,2024-06-29 17:00,4353,1519,807
690,2024-06-29 18:00,4353,1519,807
691,2024-06-29 19:00,4353,1519,807
692,2024-06-29 20:00,4353,1519,807
693,2024-06-29 21:00,4273,1519,807
694,2024-06-29 22:00,4353,1477,807
695,2024-06-29 23:00,4353,1477,807
